target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,pt_br_cue,pt_br_target,pt_br_word_combo
cirurgia,571.369646332504,615.368772728781,-0.470239101937239,-0.37374464248915,25.8685744502807,31.5075202874116,0.0855574404252443,0.085282541957369,91,51,1,1,82,44,83,45,0,0,0.987951807228916,0.977777777777778,91,51,1,1,77,44,83,45,0,0,0.927710843373494,0.977777777777778,82,44,43.9991263962776,0.0964944594480894,br_pt,operate,surgery,operar,cirurgia,operarcirurgia
civilização,675.678299988931,603.056300009955,-0.307686698765324,-0.415687948610756,26.6896603162322,14.63271462868,0.0647950148664356,0.0446638923367868,87,88,0,2,80,80,81,82,0,0,0.987654320987654,0.975609756097561,87,88,0,2,76,81,81,82,0,0,0.938271604938272,0.98780487804878,80,80,-72.6219999789759,-0.108001249845432,br_pt,culture,civilization,cultura,civilização,culturacivilização
ciência,561.131382025692,582.028458717031,-0.550488795804833,-0.519117966871669,17.2892894342827,21.1156113011236,0.0612617451834607,0.0651695703926471,97,119,0,0,89,109,90,109,0,0,0.988888888888889,1,96,119,1,0,88,104,89,109,1,0,0.98876404494382,0.954128440366973,89,109,20.8970766913392,0.031370828933164,br_pt,technology,science,tecnologia,ciência,tecnologiaciência
cliente,569.187557672214,577.773694733508,-0.617473417816423,-0.509086219424107,32.6503293194453,22.3143913065051,0.100634880132473,0.0755447198756726,57,103,0,0,52,95,53,95,0,0,0.981132075471698,1,57,103,0,0,52,91,53,95,0,0,0.981132075471698,0.957894736842105,52,95,8.58613706129393,0.108387198392316,br_pt,patient,client,paciente,cliente,pacientecliente
clássico,591.949136335909,511.416718756694,-0.591356916503891,-0.718215202409737,27.645983150337,12.0010866658139,0.0641521275044765,0.034030010982819,68,70,2,2,66,64,67,64,0,0,0.985074626865672,1,68,70,2,2,64,64,67,64,0,0,0.955223880597015,1,66,64,-80.5324175792149,-0.126858285905846,br_pt,typical,classic,típica,clássico,típicaclássico
clínica,607.287012816876,587.668347820192,-0.457131738206445,-0.413795605622665,32.2208813280727,25.4772922004236,0.0928666008048817,0.112273734522585,87,50,1,0,78,46,78,47,0,0,1,0.978723404255319,87,49,1,1,78,46,78,46,0,1,1,1,78,46,-19.6186649966847,0.0433361325837799,br_pt,hospital,clinic,hospital,clínica,hospitalclínica
cobra,575.792824166188,610.107492758672,-0.526743361094712,-0.547439593398726,30.0084225352167,30.4427225434324,0.103463478405823,0.0829995467808213,101,72,0,1,91,69,94,69,0,0,0.968085106382979,1,101,72,0,1,80,66,94,69,0,0,0.851063829787234,0.956521739130435,91,69,34.3146685924843,-0.0206962323040137,br_pt,worm,snake,verme,cobra,vermecobra
coelho,539.984555577062,574.947674702949,-0.738842379087206,-0.545074516446896,18.5640887632075,18.6861569892631,0.0551289578627975,0.0503231382277899,76,85,0,0,72,84,72,84,0,0,1,1,76,85,0,0,72,82,72,84,0,0,1,0.976190476190476,72,83,34.9631191258873,0.19376786264031,br_pt,fox,rabbit,raposa,coelho,raposacoelho
colapso,737.299333324869,790.377326092851,0.01435652942522,0.100073365514555,43.478604650669,35.1376722462587,0.101082265566522,0.109039468179552,74,50,0,2,69,46,69,48,0,1,1,0.958333333333333,74,51,0,1,67,48,69,49,0,0,0.971014492753623,0.979591836734694,69,46,53.0779927679819,0.0857168360893349,br_pt,fall,collapse,cair,colapso,caircolapso
colar,534.267441174401,530.075651179005,-0.616658883132677,-0.717141940878438,19.9343504719811,22.3462080188993,0.0674843415450099,0.077331868287298,72,50,1,1,68,43,68,44,0,0,1,0.977272727272727,72,50,1,1,65,43,68,44,0,0,0.955882352941177,0.977272727272727,68,43,-4.19178999539554,-0.100483057745761,br_pt,ring,necklace,anel,colar,anelcolar
combustível,644.758214282292,679.775203492642,-0.315798001340612,-0.272129294821722,20.1605457334571,39.7177813930048,0.0814908609032532,0.149421955145749,73,55,0,1,70,53,70,54,0,0,1,0.981481481481482,73,55,0,1,68,53,70,54,0,0,0.971428571428571,0.981481481481482,70,53,35.01698921035,0.0436687065188904,br_pt,gas,fuel,gás,combustível,gáscombustível
comer,566.502157140883,547.535732119622,-0.595454010204589,-0.679872782253587,18.3089011911165,17.8291516054433,0.0655559469028826,0.049391536957978,72,60,0,0,70,56,70,56,0,0,1,1,72,60,0,0,68,55,70,56,0,0,0.971428571428571,0.982142857142857,70,56,-18.9664250212611,-0.0844187720489983,br_pt,feed,eat,alimentação,comer,alimentaçãocomer
comerciante,610.10500001392,700.82190769282,-0.318363180232552,-0.128253271339383,34.7916633818839,35.8294700479137,0.139548142960091,0.104497875586776,99,72,2,3,91,65,92,66,2,2,0.989130434782609,0.984848484848485,99,74,2,1,90,68,92,68,2,0,0.978260869565217,1,91,65,90.7169076789,0.190109908893169,br_pt,commercial,merchant,comercial,comerciante,comercialcomerciante
comissário,646.952292321859,693.583435482598,-0.25208608266405,-0.0315103356076087,28.4701359948518,32.305074013047,0.0679644921233161,0.118137644301878,72,67,0,2,65,62,67,64,0,0,0.970149253731343,0.96875,72,67,0,2,61,62,67,64,0,0,0.91044776119403,0.96875,65,62,46.6311431607384,0.220575747056442,br_pt,inspector,commissioner,inspetor,comissário,inspetorcomissário
comitê,679.656633795759,706.994574992399,-0.238590248128067,0.13576574773738,36.7630076689614,41.185298376453,0.109072851477555,0.18499000151815,78,53,1,1,71,40,74,48,0,0,0.959459459459459,0.833333333333333,78,53,1,1,73,44,74,48,0,0,0.986486486486487,0.916666666666667,71,40,27.3379411966408,0.374355995865448,br_pt,commission,committee,comissão,comitê,comissãocomitê
compaixão,595.157074568872,630.150447764137,-0.517039045414704,-0.29646078423201,31.5207693190231,34.2496228367127,0.0741347884280733,0.168800305299294,58,75,0,2,55,67,56,67,0,1,0.982142857142857,1,58,75,0,2,56,65,56,67,0,1,1,0.970149253731343,55,67,34.9933731952652,0.220578261182694,br_pt,patience,compassion,paciência,compaixão,paciênciacompaixão
completamente,624.17688524974,686.498680838695,-0.458031054811591,-0.277554046393973,28.6820727964026,47.4782547857927,0.0802769499916455,0.114374260779738,64,55,0,1,61,47,61,49,0,0,1,0.959183673469388,64,55,0,1,60,47,61,49,0,0,0.983606557377049,0.959183673469388,61,47,62.3217955889552,0.180477008417618,br_pt,absolutely,completely,absolutamente,completamente,absolutamentecompletamente
completo,552.110890628291,627.677393614064,-0.666555577704445,-0.413006797003903,29.3020984929491,32.6581100767816,0.0818921967383306,0.0921120102366658,66,105,3,0,64,94,64,94,1,0,1,1,66,105,3,0,64,92,64,94,1,0,1,0.978723404255319,64,94,75.5665029857739,0.253548780700542,br_pt,total,complete,total,completo,totalcompleto
comprador,603.608981295869,688.005520400588,-0.483396677108236,-0.126720368845069,20.3492744991314,33.1215995710804,0.0566371966675083,0.0957783832912813,114,106,0,2,108,98,108,100,0,0,1,0.98,114,106,0,2,107,100,108,100,0,0,0.990740740740741,1,107,98,84.3965391047191,0.356676308263167,br_pt,seller,buyer,vendedor,comprador,vendedorcomprador
compreendo,599.756416653963,781.747326907225,-0.38372352127456,-0.0603944354830149,22.9836294211405,50.6718124238998,0.0811800419323958,0.108199539270965,54,57,1,1,48,52,48,54,0,1,1,0.962962962962963,54,57,1,1,47,52,48,54,0,1,0.979166666666667,0.962962962962963,48,52,181.990910253262,0.323329085791545,br_pt,realize,understand,entender,compreendo,entendercompreendo
comprimento,608.24774665997,586.385893930041,-0.403763056658555,-0.439820203635378,21.9982061541928,17.8734489315016,0.0655419773217631,0.069474762486451,78,71,1,0,75,66,75,67,0,0,1,0.985074626865672,78,71,1,0,75,66,75,67,0,0,1,0.985074626865672,75,66,-21.8618527299293,-0.0360571469768232,br_pt,size,length,tamanho,comprimento,tamanhocomprimento
computador,527.913305890607,558.450079374373,-0.601224305848769,-0.55624450247957,12.8510075267342,25.9676980535312,0.0443912533032583,0.0872405863445267,94,71,1,0,86,64,88,65,0,0,0.977272727272727,0.984615384615385,94,71,1,0,86,64,88,65,0,0,0.977272727272727,0.984615384615385,85,63,30.5367734837662,0.0449798033691989,br_pt,software,computer,programa,computador,programacomputador
comunicação,587.18940323124,667.138876928159,-0.475832559582907,-0.355516405747328,21.327342888377,36.9359642021728,0.0593135314690647,0.0793534570364818,65,68,1,1,62,65,62,65,0,0,1,1,65,69,1,0,61,63,62,65,0,0,0.983870967741935,0.969230769230769,62,65,79.9494736969185,0.120316153835579,br_pt,navigation,communication,navegação,comunicação,navegaçãocomunicação
comunidade,550.823978956967,629.099446444013,-0.556668240524317,-0.368753084435786,20.0376925926986,23.6733193117061,0.0779146793310379,0.0735154306904648,101,58,1,1,95,56,95,56,0,0,1,1,101,58,1,1,95,56,95,56,0,0,1,1,95,56,78.2754674870457,0.187915156088531,br_pt,society,community,sociedade,comunidade,sociedadecomunidade
comunista,559.984205137748,632.795804357569,-0.514879412355045,-0.488340192253614,16.5296121577643,27.1157450707348,0.0539442088535882,0.069261320627514,82,50,0,0,78,46,78,46,0,0,1,1,82,50,0,0,76,46,78,46,0,0,0.974358974358974,1,78,46,72.8115992198208,0.0265392201014311,br_pt,racist,communist,racista,comunista,racistacomunista
comédia,568.419746826659,541.474188408811,-0.594871971623411,-0.607882260967666,25.9405017205139,14.9792904384687,0.0678605296689775,0.0505229393816781,89,73,1,2,79,69,79,70,1,2,1,0.985714285714286,89,73,1,2,77,69,79,70,1,2,0.974683544303797,0.985714285714286,79,69,-26.9455584178484,-0.0130102893442552,br_pt,drama,comedy,drama,comédia,dramacomédia
concentrar,694.688912661711,781.945830761668,-0.186488146320299,0.00248380755880456,44.3199863059369,55.1600476849386,0.0986202966898344,0.128432810017912,73,70,0,3,65,65,68,65,0,0,0.955882352941177,1,73,71,0,2,64,65,68,65,0,0,0.941176470588235,1,65,65,87.2569180999575,0.188971953879104,br_pt,focus,concentrate,foco,concentrar,fococoncentrar
condessa,763.220336637693,879.735291665117,0.220391440948795,0.497901079509691,28.3050334579048,48.4194484185175,0.098061057896666,0.144605837082393,112,93,0,0,102,72,107,87,0,0,0.953271028037383,0.827586206896552,112,92,0,1,99,86,107,86,0,1,0.925233644859813,1,101,72,116.514955027424,0.277509638560896,br_pt,baron,countess,barão,condessa,barãocondessa
condutor,585.759612900197,628.961829150593,-0.434304072540218,-0.280879351199749,29.9425203663381,25.1016239527361,0.107217033870589,0.0858813562008841,72,52,0,1,62,49,63,49,0,0,0.984126984126984,1,71,52,1,1,59,49,62,49,1,0,0.951612903225806,1,62,49,43.2022162503957,0.153424721340469,br_pt,passenger,driver,passageiro,condutor,passageirocondutor
conexão,660.928585365946,627.636591834912,-0.120185703521892,-0.308604851596703,37.4536502898981,37.5553221750335,0.122374645883312,0.11088125410782,86,54,1,3,82,49,83,50,1,1,0.987951807228916,0.98,84,55,3,2,79,2,81,51,3,0,0.975308641975309,0.0392156862745098,82,49,-33.2919935310339,-0.188419148074811,br_pt,contact,connection,contato,conexão,contatoconexão
confessar,649.365534089802,631.675190481198,-0.325154259916776,-0.41089307787541,34.4676798900124,28.0753454917761,0.105122066259144,0.0625442704408293,96,67,0,1,88,63,89,66,0,0,0.98876404494382,0.954545454545455,96,67,0,1,86,65,89,66,0,0,0.966292134831461,0.984848484848485,88,63,-17.6903436086038,-0.0857388179586344,br_pt,admit,confess,admitir,confessar,admitirconfessar
confiança,519.370785713909,615.427442316126,-0.660403544622624,-0.415175809997486,15.5007133211507,21.1042107030789,0.080635243023058,0.0670493649076925,61,54,1,0,56,52,56,53,0,0,1,0.981132075471698,61,54,1,0,54,45,56,53,0,0,0.964285714285714,0.849056603773585,56,52,96.0566566022167,0.245227734625138,br_pt,respect,confidence,respeito,confiança,respeitoconfiança
confidencial,681.894077421677,684.082560006096,-0.116841390080621,-0.175986867210851,34.560176490505,32.3558572691836,0.112099120445856,0.094837209464696,68,55,1,0,62,50,63,53,0,0,0.984126984126984,0.943396226415094,68,55,1,0,58,51,63,53,0,0,0.920634920634921,0.962264150943396,62,50,2.1884825844196,-0.0591454771302302,br_pt,delicate,sensitive,delicado,confidencial,delicadoconfidencial
confirme,695.212814804054,668.356106386225,-0.283381442860531,-0.127860370837369,39.6407006307142,37.4597091695445,0.0891235869381507,0.133696112409531,59,56,1,1,54,47,55,49,0,0,0.981818181818182,0.959183673469388,59,56,1,1,54,48,55,49,0,0,0.981818181818182,0.979591836734694,54,47,-26.8567084178287,0.155521072023162,br_pt,confirmation,confirm,confirmação,confirme,confirmaçãoconfirme
confusão,571.756783327145,603.782733334611,-0.605611546742708,-0.45741873844452,19.6518925044833,32.8768215732605,0.0566513994298941,0.0680540824785733,69,82,0,0,60,75,61,75,0,0,0.983606557377049,1,69,82,0,0,59,71,61,75,0,0,0.967213114754098,0.946666666666667,60,75,32.0259500074657,0.148192808298187,br_pt,chaos,confusion,caos,confusão,caosconfusão
congelar,555.041417906464,617.635071427353,-0.541518242215726,-0.365779282308687,34.9254854762024,31.4037586539266,0.125875791995124,0.0840482124581672,73,75,0,0,67,70,68,71,0,0,0.985294117647059,0.985915492957746,73,75,0,0,66,65,68,71,0,0,0.970588235294118,0.915492957746479,67,70,62.5936535208882,0.175738959907038,br_pt,melt,freeze,derreter,congelar,derretercongelar
conhaque,773.077673916843,796.860584920782,0.165147123417717,0.291461648456435,30.1284528228429,39.4979511660868,0.0856109436072264,0.136762116470928,103,67,0,0,92,53,98,65,0,0,0.938775510204082,0.815384615384615,103,66,0,1,61,63,98,64,0,1,0.622448979591837,0.984375,92,53,23.782911003939,0.126314525038717,br_pt,rum,cognac,rum,conhaque,rumconhaque
conhecer,588.549857137332,558.80009210961,-0.433479142902899,-0.518160258290299,33.0271509601756,18.3430656573145,0.116683775827556,0.0702216129474027,81,83,1,1,77,76,77,77,1,0,1,0.987012987012987,81,83,1,1,76,76,77,77,1,0,0.987012987012987,0.987012987012987,77,76,-29.7497650277217,-0.0846811153874001,br_pt,now,know,agora,conhecer,agoraconhecer
conhecimento,587.646197525283,676.186443028449,-0.47031992073644,-0.279239155232661,18.5129386152054,29.6978182077416,0.0561521582994911,0.0696906477196024,90,83,0,0,81,79,81,79,0,0,1,1,90,82,0,1,79,45,81,78,0,1,0.975308641975309,0.576923076923077,81,79,88.5402455031665,0.191080765503779,br_pt,experience,knowledge,experiência,conhecimento,experiênciaconhecimento
conheça,612.425609372975,594.300102055521,-0.482344678241544,-0.498798593852373,37.6038940576095,27.2592186598599,0.113800537948953,0.078386284883585,70,53,0,1,64,49,66,49,0,0,0.96969696969697,1,70,53,0,1,64,48,66,49,0,0,0.96969696969697,0.979591836734694,64,49,-18.1255073174533,-0.0164539156108295,br_pt,see,meet,vejo,conheça,vejoconheça
constantemente,794.866420273614,876.075176000423,0.238274304229171,0.511210499615216,35.6613997389788,55.3549476092176,0.10765819568057,0.142461844894728,80,61,2,0,69,55,70,56,1,0,0.985714285714286,0.982142857142857,80,61,2,0,70,56,70,56,1,0,1,1,69,55,81.2087557268087,0.272936195386045,br_pt,always,constantly,sempre,constantemente,sempreconstantemente
constituição,654.291764700258,666.346617027045,-0.307661873807882,-0.1930292812342,35.2585159477009,31.7706124459205,0.0938560616501434,0.104366174326684,74,51,0,0,68,47,68,47,0,0,1,1,74,51,0,0,63,46,68,47,0,0,0.926470588235294,0.978723404255319,68,47,12.0548523267869,0.114632592573681,br_pt,law,constitution,lei,constituição,leiconstituição
construir,568.199824175066,661.832234568141,-0.502271130666748,-0.179373953191571,21.4168994344481,25.420063836799,0.0699524660522402,0.100137806874632,93,87,2,1,91,81,91,81,0,0,1,1,93,85,2,3,90,74,91,79,0,2,0.989010989010989,0.936708860759494,91,81,93.6324103930749,0.322897177475177,br_pt,construction,build,construção,construir,construçãoconstruir
construção,584.172515643537,700.021327273457,-0.503793747275874,-0.222772518391024,16.5344899422337,36.450818232067,0.0556409846841567,0.119581193249478,66,60,1,1,64,55,64,55,0,1,1,1,66,60,1,1,64,52,64,55,0,1,1,0.945454545454545,64,55,115.84881162992,0.28102122888485,br_pt,tower,building,torre,construção,torreconstrução
contar,511.724076918226,580.074090921563,-0.721791195530379,-0.382526702588096,17.1518415807839,31.9883470284578,0.0570683551415708,0.160431067958077,111,72,1,2,104,66,104,66,1,1,1,1,111,72,1,2,104,61,104,66,1,1,1,0.924242424242424,104,66,68.350014003337,0.339264492942283,br_pt,say,tell,dizer,contar,dizercontar
conteúdo,600.666640646334,622.03413637132,-0.343206512720394,-0.321714373951143,26.8265999480371,28.1958685026977,0.0873059850833294,0.0964670767495025,72,93,0,0,64,88,66,88,0,0,0.96969696969697,1,72,93,0,0,50,85,66,88,0,0,0.757575757575758,0.965909090909091,64,88,21.3674957249865,0.0214921387692503,br_pt,contain,content,conter,conteúdo,conterconteúdo
contrário,620.029833331013,661.85538435193,-0.420728746946258,-0.380159694574605,24.7670290959448,43.3836174006341,0.0632413591262169,0.106113694382307,77,50,0,0,72,49,72,49,0,0,1,1,77,50,0,0,72,44,72,49,0,0,1,0.897959183673469,72,49,41.8255510209162,0.0405690523716528,br_pt,opposite,contrary,oposto,contrário,opostocontrário
convento,632.668883332329,728.232872344505,-0.197448314588986,-0.0419847573690217,30.3318637343703,39.8868647049665,0.12213922629691,0.128307433809639,69,52,2,1,61,47,65,50,0,0,0.938461538461538,0.94,69,52,2,1,60,49,65,50,0,0,0.923076923076923,0.98,60,47,95.5639890121763,0.155463557219964,br_pt,orphanage,convent,orfanato,convento,orfanatoconvento
convés,766.595067316235,735.242421070489,0.225241604044826,0.164865178032735,30.7337777308839,35.3159162996342,0.103217680604474,0.139411014406086,122,59,1,1,105,38,116,56,1,0,0.905172413793103,0.678571428571429,123,59,0,1,112,53,117,56,0,0,0.957264957264957,0.946428571428571,104,38,-31.3526462457459,-0.0603764260120912,br_pt,cabin,deck,cabine,convés,cabineconvés
corajoso,533.554937504391,596.546186048793,-0.560820972283813,-0.511529040080224,16.8838438575815,20.8829780539672,0.062974305162648,0.0463632049430386,71,94,1,2,65,86,65,88,1,1,1,0.977272727272727,72,95,0,1,61,87,66,89,0,0,0.924242424242424,0.97752808988764,64,86,62.9912485444014,0.0492919322035883,br_pt,noble,brave,nobre,corajoso,nobrecorajoso
corda,659.492433971739,649.248897961218,-0.366713474750772,-0.38607320068127,43.6482888012542,44.5439988468386,0.128568604564641,0.123116198434727,56,51,1,0,53,49,53,50,0,0,1,0.98,56,51,1,0,52,49,53,50,0,0,0.981132075471698,0.98,53,49,-10.2435360105203,-0.0193597259304985,br_pt,chain,rope,corrente,corda,correntecorda
coronel,612.231869567693,693.12306896222,-0.337934292515101,-0.00768998417281242,23.9468537709649,27.3520272654781,0.0797015470372392,0.101954531321802,79,68,4,2,69,58,71,62,3,1,0.971830985915493,0.935483870967742,80,68,3,2,69,60,72,62,2,1,0.958333333333333,0.967741935483871,69,58,80.8911993945275,0.330244308342288,br_pt,general,colonel,general,coronel,generalcoronel
corporação,791.572936512529,766.716483521596,0.25059003343735,0.0806355257965928,38.2392959168758,37.487678878514,0.100942166404082,0.113927485968367,73,97,1,1,63,91,64,91,1,0,0.984375,1,74,97,0,1,64,88,65,91,0,0,0.984615384615385,0.967032967032967,63,91,-24.8564529909327,-0.169954507640757,br_pt,company,corporation,companhia,corporação,companhiacorporação
correto,533.737612895801,589.281423087505,-0.677559710400578,-0.396906258451455,30.1673737446691,42.2885187011459,0.0928329142642428,0.20094195636814,68,58,1,0,62,52,62,52,0,0,1,1,68,57,1,1,61,49,62,52,0,0,0.983870967741935,0.942307692307692,62,52,55.5438101917047,0.280653451949123,br_pt,wrong,correct,errado,correto,erradocorreto
corrida,554.10585334078,579.837739121393,-0.581223376892901,-0.622306127322501,27.2980658979447,20.3268606153746,0.0989148633551887,0.0539889202623551,82,100,2,1,75,92,75,92,0,0,1,1,82,100,2,1,72,85,75,92,0,0,0.96,0.923913043478261,75,92,25.7318857806135,-0.0410827504296001,br_pt,marathon,race,maratona,corrida,maratonacorrida
cortar,619.15711594216,558.801156622913,-0.370408246069912,-0.488388500964596,28.2622548381935,16.5580357495528,0.109493852546392,0.0482387393247039,75,87,2,0,69,83,70,83,0,0,0.985714285714286,1,75,87,2,0,66,79,70,83,0,0,0.942857142857143,0.951807228915663,69,83,-60.3559593192473,-0.117980254894684,br_pt,tear,cut,rasgar,cortar,rasgarcortar
costa,577.123063283788,642.761370988041,-0.478625661537706,-0.282658000510374,22.3004390961289,31.6965113290793,0.0699115662517044,0.0892400220370859,85,65,0,1,79,62,79,62,0,1,1,1,85,65,0,1,78,52,79,62,0,1,0.987341772151899,0.838709677419355,79,62,65.6383077042536,0.195967661027332,br_pt,beach,coast,praia,costa,praiacosta
criança,557.377130883185,553.598488091543,-0.602237859713885,-0.621008426514143,29.1943088166892,26.1760764619723,0.0909875163998817,0.0757127384827884,55,92,0,1,53,84,53,84,0,0,1,1,55,92,0,1,52,81,53,84,0,0,0.981132075471698,0.964285714285714,52,84,-3.77864279164226,-0.0187705668002573,br_pt,baby,child,bebê,criança,bebêcriança
criatividade,649.811950827425,706.822854560066,-0.246467800745675,-0.0873208820655677,29.8496644750111,44.265894993405,0.0672935278373082,0.138150269602253,64,60,1,2,61,55,62,55,0,1,0.983870967741935,1,64,60,1,2,60,53,62,55,0,1,0.967741935483871,0.963636363636364,61,55,57.0109037326415,0.159146918680107,br_pt,imagination,creativity,imaginação,criatividade,imaginaçãocriatividade
criatura,574.269084477148,639.42621154185,-0.570473061397235,-0.398769880661916,22.7528104452459,41.7786462372298,0.0543975114582658,0.11717155813746,81,54,2,1,71,52,71,53,2,0,1,0.981132075471698,81,54,2,1,70,38,71,53,2,0,0.985915492957746,0.716981132075472,71,52,65.1571270647022,0.171703180735319,br_pt,monster,creature,monstro,criatura,monstrocriatura
crime,541.937014910083,529.581648128772,-0.631388788513237,-0.714684684502966,14.9902850582476,31.2276416209058,0.0439670402183681,0.090649758784796,73,59,1,0,67,55,67,55,0,0,1,1,73,59,1,0,66,49,67,55,0,0,0.985074626865672,0.890909090909091,67,54,-12.355366781311,-0.0832958959897294,br_pt,sin,crime,pecado,crime,pecadocrime
criminoso,604.480173913359,698.598423874636,-0.395280093180427,-0.198849257192488,19.8713175379313,60.182956359264,0.0598996918889867,0.1903562514289,72,54,0,1,69,49,69,49,0,0,1,1,72,54,0,1,68,49,69,49,0,0,0.985507246376812,1,69,49,94.1182499612773,0.19643083598794,br_pt,thief,criminal,ladrão,criminoso,ladrãocriminoso
crise,522.619166652683,561.218079993984,-0.559546970691875,-0.618656335163288,17.7603514321031,21.9190263444744,0.0762499206681312,0.0834238992517516,72,52,0,0,66,50,66,50,0,0,1,1,72,52,0,0,63,49,66,50,0,0,0.954545454545455,0.98,66,50,38.5989133413015,-0.0591093644714134,br_pt,situation,crisis,situação,crise,situaçãocrise
cristão,571.453114287765,626.397494956345,-0.56598814257871,-0.338492872437103,21.9742546748445,28.0415077020203,0.0721654170571789,0.0941071831127804,74,106,0,2,70,99,70,101,0,0,1,0.98019801980198,74,105,0,3,70,99,70,100,0,1,1,0.99,70,99,54.9443806685798,0.227495270141608,br_pt,catholic,christian,católico,cristão,católicocristão
cronômetro,638.717852183042,769.617816332193,-0.24871113084293,0.050450515665278,26.1806481331657,35.7589772061236,0.122986252116465,0.113589477164604,56,55,1,1,50,49,51,52,1,0,0.980392156862745,0.942307692307692,57,54,0,2,50,51,52,51,0,1,0.961538461538462,1,50,49,130.899964149151,0.299161646508208,br_pt,detonator,timer,detonador,cronômetro,detonadorcronômetro
cruel,576.413451607207,579.362835440119,-0.590277592760525,-0.485284905288838,40.0528927502252,20.6747960606934,0.0830516768256688,0.0961410409006241,67,83,1,0,62,79,64,79,0,0,0.96875,1,67,83,1,0,62,78,64,79,0,0,0.96875,0.987341772151899,62,79,2.94938383291174,0.104992687471686,br_pt,brutal,cruel,brutal,cruel,brutalcruel
crueldade,649.878285704977,627.417344441577,-0.244106724942424,-0.275469671404761,32.0466474007988,14.5614798311245,0.0944277051431852,0.045421733270703,70,96,0,2,63,90,64,92,0,1,0.984375,0.978260869565217,70,97,0,1,64,92,64,93,0,0,1,0.989247311827957,63,90,-22.4609412633996,-0.0313629464623365,br_pt,evil,cruelty,mal,crueldade,malcrueldade
crânio,562.676653840292,614.306363635107,-0.547532218529965,-0.412704278593554,15.7703917474352,23.8472008543298,0.0529966727875236,0.072431566024889,114,76,3,0,104,66,104,67,2,0,1,0.985074626865672,116,76,1,0,105,66,105,67,1,0,1,0.985074626865672,104,66,51.6297097948145,0.134827939936411,br_pt,bone,skull,osso,crânio,ossocrânio
culpado,557.628049182024,581.152700002482,-0.613980865034654,-0.524167636413706,20.4117785937582,25.457613090318,0.0595194389826227,0.0720801027721166,67,77,0,2,61,70,61,72,0,0,1,0.972222222222222,67,76,0,3,61,70,61,71,0,1,1,0.985915492957746,61,70,23.5246508204575,0.0898132286209476,br_pt,innocent,guilty,inocente,culpado,inocenteculpado
curar,573.448923068672,666.553800011925,-0.587826554623558,-0.323723375644056,24.3314944889823,32.1456946856796,0.09397386542563,0.084969500018044,97,53,1,1,91,50,91,50,1,1,1,1,98,54,0,0,89,50,92,51,0,0,0.967391304347826,0.980392156862745,91,50,93.1048769432531,0.264103178979503,br_pt,recover,heal,recuperar,curar,recuperarcurar
câncer,571.319551862082,533.610624996215,-0.524698147988263,-0.649296734674206,26.2618247406273,16.0380653191215,0.0860089639985166,0.0649117024565254,81,52,0,1,77,48,77,48,0,1,1,1,81,53,0,0,72,49,77,49,0,0,0.935064935064935,1,77,48,-37.7089268658675,-0.124598586685944,br_pt,tumor,cancer,tumor,câncer,tumorcâncer
cínico,686.510864414691,811.695333326705,-0.189727956931372,0.22836644616665,34.395446445025,38.5130868085451,0.091387253362951,0.116715215673215,68,81,0,0,59,66,63,78,0,0,0.936507936507937,0.846153846153846,68,81,0,0,62,77,63,78,0,0,0.984126984126984,0.987179487179487,59,66,125.184468912014,0.418094403098021,br_pt,naive,cynical,ingênuo,cínico,ingênuocínico
cópia,562.890551729,519.404271742336,-0.580640112588669,-0.679646349212496,21.922968962637,12.8400484234553,0.0772247765561749,0.0417228373954316,64,102,3,0,58,92,58,93,0,0,1,0.989247311827957,64,102,3,0,58,93,58,93,0,0,1,1,58,92,-43.4862799866637,-0.0990062366238268,br_pt,original,copy,original,cópia,originalcópia
dança,546.870527022473,563.458400002401,-0.71118111762371,-0.597182019517347,17.7820159526487,23.2186845139737,0.0498422451007298,0.0699780841586855,83,71,2,0,75,65,76,68,0,0,0.986842105263158,0.955882352941177,83,71,2,0,73,65,76,68,0,0,0.960526315789474,0.955882352941177,74,65,16.5878729799289,0.113999098106363,br_pt,dancer,dance,dançarino,dança,dançarinodança
dar,592.618750008814,538.429370966973,-0.462856830415919,-0.703650314070481,36.2762186505232,13.8387919734212,0.133056854184438,0.0488727609437086,77,69,2,1,76,62,76,63,0,0,1,0.984126984126984,77,69,2,1,72,59,76,63,0,0,0.947368421052632,0.936507936507937,76,62,-54.1893790418408,-0.240793483654562,br_pt,offer,give,oferta,dar,ofertadar
