target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,es_cue,es_target,es_word_combo
masaje,606.939319157371,640.820964291987,-0.417012415983028,-0.298465686971464,21.6929164599568,27.5107823024605,0.0706289655405893,0.0911305123734884,95,91,4,2,94,84,94,85,1,1,1,0.988235294117647,95,92,4,1,92,84,94,86,1,0,0.978723404255319,0.976744186046512,94,84,33.8816451346155,0.118546729011564,es,yoga,massage,yoga,masaje,yogamasaje
masticar,555.405569736378,606.971057291198,-0.508820562387193,-0.264702285516073,14.9977808616719,13.8443772663994,0.064182644928784,0.0566977764427243,87,207,1,2,86,192,86,196,0,0,1,0.979591836734694,87,206,1,3,84,193,86,196,0,0,0.976744186046512,0.98469387755102,86,192,51.5654875548195,0.24411827687112,es,swallow,chew,tragar,masticar,tragarmasticar
matar,508.009476176784,525.571151904427,-0.707809238302446,-0.639174981626484,11.0599221136781,18.1753056331692,0.050756707488155,0.0534740762635098,111,85,0,1,105,79,107,80,0,1,0.981308411214953,0.9875,111,85,0,1,95,78,107,80,0,1,0.88785046728972,0.975,105,79,17.5616757276427,0.0686342566759626,es,poison,kill,envenenar,matar,envenenarmatar
matemática,594.726481127988,542.342780454479,-0.431165708775119,-0.563961926338484,23.5212673756095,14.1618479907723,0.0700389720785464,0.0520463245221998,112,90,2,0,106,82,106,83,1,0,1,0.987951807228916,112,90,2,0,106,80,106,83,1,0,1,0.963855421686747,106,82,-52.3837006735093,-0.132796217563365,es,physics,mathematics,física,matemática,físicamatemática
matrimonio,545.99578379385,631.403012505176,-0.590062124970392,-0.286869979077609,14.2279990160522,33.1665270833152,0.0506925713046576,0.0885951778597836,81,86,1,2,75,80,76,80,1,1,0.986842105263158,1,81,86,1,2,73,76,76,80,1,1,0.960526315789474,0.95,74,80,85.4072287113262,0.303192145892783,es,divorce,marriage,divorcio,matrimonio,divorciomatrimonio
mayonesa,525.679862394119,594.623164687685,-0.581783110744813,-0.281418786245453,12.7030393089746,24.425107179098,0.0532140216043079,0.119673562972363,116,90,0,2,110,85,111,86,0,0,0.990990990990991,0.988372093023256,116,89,0,3,99,84,111,85,0,1,0.891891891891892,0.988235294117647,109,85,68.9433022935664,0.30036432449936,es,ketchup,mayonnaise,ketchup,mayonesa,ketchupmayonesa
mecer,728.733444433855,916.092426650404,0.431010613685626,0.908235675516946,46.907265229344,42.7026397783457,0.226992172694567,0.150708558181172,75,131,1,2,46,75,73,123,0,2,0.63013698630137,0.609756097560976,75,133,1,0,71,122,73,125,0,0,0.972602739726027,0.976,45,75,187.358982216549,0.47722506183132,es,nap,stroll,siesta,mecer,siestamecer
mecánico,530.756979031205,548.141543098267,-0.594809872047706,-0.486784755885292,11.6012862019106,12.2063888109601,0.0437502172396204,0.0441126499632952,147,120,2,2,144,116,144,116,0,1,1,1,147,120,2,2,141,114,144,116,0,1,0.979166666666667,0.982758620689655,143,116,17.3845640670617,0.108025116162414,es,technical,mechanical,técnico,mecánico,técnicomecánico
medalla,521.645428574323,591.346618173718,-0.480525141604497,-0.35882802573542,19.05042370756,18.6851421911947,0.0732193990103851,0.0605313011441854,93,117,0,4,91,111,91,112,0,2,1,0.991071428571429,93,118,0,3,83,110,91,113,0,1,0.912087912087912,0.973451327433628,91,110,69.7011895993954,0.121697115869077,es,trophy,medal,trofeo,medalla,trofeomedalla
medallón,681.060400012935,631.490445830464,-0.0846601689952265,-0.185085015907808,33.4197723185352,28.0598870576576,0.100750055416222,0.101501612795057,117,89,4,1,110,83,113,85,2,0,0.973451327433628,0.976470588235294,117,89,4,1,102,82,113,85,2,0,0.902654867256637,0.964705882352941,110,83,-49.5699541824714,-0.100424846912582,es,artifact,medallion,artefacto,medallón,artefactomedallón
mediodía,565.425670777997,598.862007882651,-0.483452904787971,-0.345002117900249,20.6658147473859,15.7192454412282,0.0633920788445184,0.0509775307175128,88,141,4,2,82,127,83,134,1,0,0.987951807228916,0.947761194029851,89,141,3,2,82,130,84,134,0,0,0.976190476190476,0.970149253731343,82,127,33.4363371046544,0.138450786887722,es,midnight,noon,medianoche,mediodía,medianochemediodía
mejilla,627.542964717464,592.897210518652,-0.31698992702809,-0.240477676893148,23.9960986743623,22.1702204262696,0.078202778458834,0.0719927318948159,92,117,1,1,85,114,86,116,0,0,0.988372093023256,0.982758620689655,92,117,1,1,85,105,86,116,0,0,0.988372093023256,0.905172413793103,85,114,-34.6457541988124,0.076512250134942,es,lip,cheek,labio,mejilla,labiomejilla
mejora,593.677868671163,562.054435893942,-0.434980725780167,-0.443160946647302,29.2999302377542,21.0116198196979,0.092256486108144,0.0897557902284946,104,82,1,0,99,78,99,78,0,0,1,1,104,81,1,1,98,72,99,77,0,1,0.98989898989899,0.935064935064935,99,78,-31.6234327772208,-0.00818022086713516,es,change,improvement,cambio,mejora,cambiomejora
menos,544.153131574973,529.411040519521,-0.642804426096749,-0.524484452593093,21.8818763714159,17.5291337483336,0.0692796844218792,0.0763848495609253,86,81,1,1,76,74,79,75,0,0,0.962025316455696,0.986666666666667,86,80,1,2,76,74,79,75,0,0,0.962025316455696,0.986666666666667,76,74,-14.7420910554524,0.118319973503656,es,plus,minus,más,menos,másmenos
mensaje,538.687247884375,539.901826095254,-0.586860099647333,-0.545617747323694,13.3678048065002,17.886849866664,0.050282823013474,0.0649845883334386,127,118,0,1,117,115,119,116,0,0,0.983193277310924,0.991379310344828,126,118,1,1,115,113,119,116,0,0,0.966386554621849,0.974137931034483,117,115,1.21457821087847,0.0412423523236385,es,warning,message,advertencia,mensaje,advertenciamensaje
mentiroso,527.980352265477,591.442304787705,-0.603551283369215,-0.454576820982716,15.2487131537133,22.3598168309475,0.0584265674083667,0.063781213947446,91,108,0,2,88,105,89,106,0,0,0.98876404494382,0.990566037735849,91,108,0,2,83,105,89,106,0,0,0.932584269662921,0.990566037735849,88,105,63.4619525222283,0.148974462386499,es,lie,liar,mentira,mentiroso,mentiramentiroso
mercantil,682.97925286794,658.903738460298,0.0656685477884512,-0.0348937744462037,26.9158366680817,16.629995045411,0.0849966664523928,0.0548836232149542,98,151,0,0,87,130,96,143,0,0,0.90625,0.909090909090909,98,149,0,2,95,142,96,142,0,1,0.989583333333333,1,87,130,-24.0755144076413,-0.100562322234655,es,commercial,merchant,comercial,mercantil,comercialmercantil
metal,545.402486948817,551.738786428164,-0.430017915556431,-0.406227849422963,16.205016827724,16.5323700886132,0.0779173668286214,0.0773425065055855,117,108,0,2,116,103,116,105,0,1,1,0.980952380952381,117,107,0,3,111,101,116,104,0,2,0.956896551724138,0.971153846153846,115,103,6.33629947934753,0.0237900661334673,es,iron,metal,hierro,metal,hierrometal
metro,552.838992406291,566.234817056153,-0.553368594122993,-0.335936049327702,21.0931429828761,18.2617036924114,0.0736271457997019,0.0815383150843346,139,88,1,3,132,82,132,84,0,0,1,0.976190476190476,138,88,2,3,126,79,131,84,1,0,0.961832061068702,0.94047619047619,132,82,13.3958246498623,0.217432544795291,es,kilometer,meter,kilómetro,metro,kilómetrometro
mezcla,571.904769226649,629.175339126604,-0.340543878547225,-0.241323701092786,30.499666407094,21.0146559576377,0.105151964011451,0.0811723527138102,82,120,1,0,78,116,79,118,1,0,0.987341772151899,0.983050847457627,82,120,1,0,77,117,79,118,1,0,0.974683544303797,0.991525423728814,78,115,57.270569899955,0.0992201774544394,es,combination,mixture,combinación,mezcla,combinaciónmezcla
microscopio,572.765273363656,644.8403281271,-0.433744281199604,-0.0334152106795775,12.0408658880562,23.1524408262271,0.0421045866591719,0.0710909434306004,147,135,1,1,139,128,139,130,1,0,1,0.984615384615385,147,135,1,1,134,128,139,130,1,0,0.964028776978417,0.984615384615385,139,128,72.0750547634441,0.400329070520026,es,telescope,microscope,telescopio,microscopio,telescopiomicroscopio
micrófono,566.609333330859,561.405755811561,-0.341725186995078,-0.535424723315926,16.3649777529672,16.7422864140077,0.0824452965082713,0.0502146735067812,88,93,0,2,84,86,85,87,0,0,0.988235294117647,0.988505747126437,88,93,0,2,83,86,85,87,0,0,0.976470588235294,0.988505747126437,84,86,-5.20357751929805,-0.193699536320848,es,camera,microphone,cámara,micrófono,cámaramicrófono
miedo,532.543025282096,530.137462261487,-0.695983058244584,-0.607733494794805,19.8805619305418,19.8541997575699,0.0612752256863047,0.0855360948452784,85,110,1,1,79,106,80,106,0,1,0.9875,1,84,111,2,0,76,107,79,107,1,0,0.962025316455696,1,79,106,-2.40556302060838,0.0882495634497782,es,horror,fear,horror,miedo,horrormiedo
militar,533.305141430788,569.550971012728,-0.610799302328329,-0.481204848759292,16.2116942175676,17.678914745967,0.0582327132002491,0.054709875557924,102,72,3,2,99,69,100,69,0,0,0.99,1,102,72,3,2,94,67,100,69,0,0,0.94,0.971014492753623,99,69,36.2458295819395,0.129594453569036,es,civil,military,civil,militar,civilmilitar
ministerio,588.346165305139,553.136289740553,-0.418238952861811,-0.420110249480296,14.731700201599,14.37286048869,0.0491432557823495,0.061151918998992,132,111,5,0,121,107,124,107,2,0,0.975806451612903,1,132,111,5,0,117,101,124,107,2,0,0.943548387096774,0.94392523364486,121,107,-35.2098755645853,-0.00187129661848506,es,embassy,ministry,embajada,ministerio,embajadaministerio
ministro,611.404815801643,604.329085390748,-0.333684785188251,-0.179508078037266,24.740434526452,22.0024607708173,0.0823161530107508,0.0849602112378831,118,88,1,1,114,82,116,84,0,0,0.982758620689655,0.976190476190476,118,86,1,3,112,78,116,83,0,1,0.96551724137931,0.939759036144578,114,82,-7.0757304108954,0.154176707150984,es,ambassador,minister,embajador,ministro,embajadorministro
minuto,508.055999997389,626.163088604672,-0.688945273362167,-0.35118556679291,13.5744184546819,42.6677608592933,0.0497621188672463,0.139364152442208,109,86,1,1,105,80,105,81,0,0,1,0.987654320987654,109,85,1,2,103,77,105,80,0,1,0.980952380952381,0.9625,105,79,118.107088607283,0.337759706569257,es,second,minute,segundo,minuto,segundominuto
miseria,645.94911289582,626.442897965667,-0.272020552323534,-0.297198849221868,43.3769492746487,19.677478070678,0.120911969995581,0.0577787844338282,72,108,1,0,63,98,67,102,0,0,0.940298507462687,0.96078431372549,72,108,1,0,67,100,67,102,0,0,1,0.980392156862745,62,98,-19.5062149301522,-0.0251782968983338,es,poverty,misery,pobreza,miseria,pobrezamiseria
misericordia,722.46078048042,910.864196764128,0.237418641493673,0.774347746194972,30.9389817149966,55.2744802535992,0.0947558151435753,0.172410246366501,95,70,2,2,83,61,93,64,1,1,0.89247311827957,0.953125,95,71,2,1,91,60,93,65,1,0,0.978494623655914,0.923076923076923,82,61,188.403416283708,0.536929104701299,es,forgiveness,mercy,perdón,misericordia,perdónmisericordia
misil,613.58783001077,656.236733861223,-0.188442847149652,-0.0980182283434442,23.3235718107467,14.3223061065001,0.0914438151430025,0.0572131595124395,108,141,3,4,100,124,103,137,1,1,0.970873786407767,0.905109489051095,108,141,3,4,86,136,103,137,1,1,0.83495145631068,0.992700729927007,100,124,42.6489038504536,0.0904246188062082,es,rocket,missile,cohete,misil,cohetemisil
misión,536.170917808039,538.474783980844,-0.588098136856582,-0.543070582684572,20.6440678210864,11.8162966165742,0.0790183243389308,0.0479208836497486,76,130,1,1,73,125,73,126,0,0,1,0.992063492063492,76,130,1,1,71,115,73,126,0,0,0.972602739726027,0.912698412698413,73,125,2.30386617280487,0.0450275541720103,es,task,mission,tarea,misión,tareamisión
misterio,591.084919663825,596.383100026461,-0.390970787501457,-0.292517406360869,28.6429161619575,37.4483593086702,0.0936660785972585,0.172820080358105,121,99,0,3,112,90,115,91,0,1,0.973913043478261,0.989010989010989,121,99,0,3,114,88,115,90,0,2,0.991304347826087,0.977777777777778,112,90,5.29818036263589,0.0984533811405874,es,secret,mystery,secreto,misterio,secretomisterio
mochila,514.016354820131,540.78735894889,-0.559879007855315,-0.560132745830509,16.9803733891489,13.9445993579747,0.0601404365661362,0.0557769597365269,95,86,2,1,93,78,95,79,0,0,0.978947368421053,0.987341772151899,95,86,2,1,83,75,95,79,0,0,0.873684210526316,0.949367088607595,93,78,26.7710041287589,-0.000253737975193458,es,briefcase,suitcase,maletín,mochila,maletínmochila
modesto,595.549398641759,609.593371140063,-0.361383727447576,-0.204765388916282,16.2539454576444,20.0633258146073,0.0505497803147961,0.0735994852998614,157,105,1,4,148,97,151,101,0,2,0.980132450331126,0.96039603960396,157,105,1,4,146,95,151,101,0,2,0.966887417218543,0.94059405940594,148,97,14.0439724983037,0.156618338531294,es,humble,modest,humilde,modesto,humildemodesto
mojado,546.375507256572,596.72530303534,-0.383592397774664,-0.316373754277992,14.2366221709116,18.562710114762,0.0697962192396344,0.0769114298387097,77,139,2,1,69,132,73,133,0,0,0.945205479452055,0.992481203007519,77,138,2,2,59,130,73,133,0,0,0.808219178082192,0.977443609022556,69,132,50.3497957787681,0.067218643496672,es,dry,wet,seco,mojado,secomojado
molestar,535.271265059057,593.703163253574,-0.613224760930192,-0.348287516237251,17.7803767237815,24.8139552297863,0.0612062395192233,0.103136305547374,84,105,0,5,83,98,83,99,0,2,1,0.98989898989899,84,105,0,5,81,94,83,99,0,2,0.975903614457831,0.94949494949495,83,98,58.4318981945172,0.26493724469294,es,interrupt,disturb,interrumpir,molestar,interrumpirmolestar
monasterio,736.426423054716,733.580981511984,0.272580717475896,0.157632366800941,26.9010240789577,28.744581179349,0.116068800635092,0.0843271262742953,88,131,1,1,78,109,81,121,0,0,0.962962962962963,0.900826446280992,87,130,2,2,78,118,80,120,1,1,0.975,0.983333333333333,78,108,-2.84544154273203,-0.114948350674955,es,temple,monastery,templo,monasterio,templomonasterio
monitor,599.300064101647,590.302847859381,-0.38087069689291,-0.363110915907872,20.5117539183871,21.4480432793502,0.0715334424282798,0.0891455188335906,164,95,0,0,156,92,157,92,0,0,0.993630573248408,1,164,93,0,2,154,90,157,90,0,2,0.980891719745223,1,156,92,-8.99721624226595,0.0177597809850381,es,screen,monitor,pantalla,monitor,pantallamonitor
montaña,528.723189183135,551.860099992453,-0.606093046585584,-0.555283861291569,19.0233707704067,20.7477834853983,0.063756133503001,0.075781155688606,78,137,1,3,74,130,74,131,1,0,1,0.99236641221374,78,136,1,4,67,126,74,130,1,1,0.905405405405405,0.969230769230769,74,130,23.1369108093182,0.050809185294015,es,hill,mountain,colina,montaña,colinamontaña
morfina,574.497057169973,732.338511636743,-0.210920267466946,0.163750652456211,14.9390319839621,33.9785590603076,0.0624985697148852,0.0999063335665395,111,100,1,1,105,86,107,96,0,0,0.981308411214953,0.895833333333333,110,100,2,1,99,89,106,96,1,0,0.933962264150943,0.927083333333333,105,86,157.84145446677,0.374670919923157,es,aspirin,morphine,aspirina,morfina,aspirinamorfina
morir,517.430473684962,517.717341304754,-0.735239144440586,-0.60536349441234,14.0865077499384,11.1842849929209,0.0430844165753373,0.0427194171041089,98,135,3,0,95,126,95,127,0,0,1,0.992125984251969,99,135,2,0,93,125,95,127,0,0,0.978947368421053,0.984251968503937,95,126,0.28686761979236,0.129875650028246,es,suffer,die,sufrir,morir,sufrirmorir
motel,532.975457836382,609.203702682682,-0.553527256879148,-0.140765238722346,22.1358613714177,24.5187339139985,0.0935419032997668,0.114073451469279,91,85,0,1,83,74,85,81,0,0,0.976470588235294,0.91358024691358,91,85,0,1,85,75,85,81,0,0,1,0.925925925925926,83,74,76.2282448462998,0.412762018156803,es,hotel,motel,hotel,motel,hotelmotel
motor,545.665835320298,492.763391758764,-0.509478029117657,-0.723420624948376,12.9119089132532,13.4169153039121,0.0500197169342804,0.0513146640108089,95,99,2,2,85,97,88,98,0,1,0.965909090909091,0.989795918367347,94,99,3,2,57,95,87,98,1,1,0.655172413793103,0.969387755102041,85,97,-52.9024435615347,-0.213942595830719,es,tank,engine,cisterna,motor,cisternamotor
muerto,490.861109754976,537.48919549184,-0.753826209580579,-0.494144373017486,12.1825754359523,15.5390032385029,0.0433613396037995,0.0819288978429456,90,139,0,2,82,133,83,133,0,2,0.987951807228916,1,89,139,1,2,77,131,83,133,0,2,0.927710843373494,0.984962406015038,82,133,46.6280857368635,0.259681836563093,es,alive,dead,vivo,muerto,vivomuerto
mujer,481.552333305148,503.226506637338,-0.811487798353649,-0.745476697592673,12.818238549016,17.1311760278603,0.0438147074137617,0.0694535837692399,74,80,2,0,69,75,69,76,2,0,1,0.986842105263158,75,80,1,0,61,73,70,76,1,0,0.871428571428571,0.960526315789474,69,75,21.6741733321901,0.066011100760976,es,widow,woman,viuda,mujer,viudamujer
mundo,497.215100910448,526.149272721057,-0.652869243968439,-0.47365451128113,16.0835553432467,12.4501947036102,0.0643642630698414,0.0681762776411601,116,103,0,1,109,99,110,99,0,0,0.990909090909091,1,116,103,0,1,107,97,110,99,0,0,0.972727272727273,0.97979797979798,109,99,28.9341718106083,0.179214732687309,es,international,world,internacional,mundo,internacionalmundo
museo,549.370197812248,598.639333347366,-0.458805463566426,-0.392924438929993,15.2572999417364,25.8446501394032,0.0536163067287834,0.084044875339121,95,102,3,1,91,93,91,94,1,0,1,0.98936170212766,95,102,3,1,91,92,91,94,1,0,1,0.978723404255319,91,93,49.2691355351176,0.0658810246364323,es,library,museum,biblioteca,museo,bibliotecamuseo
mutación,640.300623205136,620.332702910557,-0.21807317349566,-0.117613280960526,29.0234400623242,13.0339244337079,0.0983557619693352,0.0554097779652073,74,148,4,0,69,138,70,140,1,0,0.985714285714286,0.985714285714286,74,148,4,0,68,134,70,140,1,0,0.971428571428571,0.957142857142857,69,138,-19.9679202945795,0.100459892535134,es,evolution,mutation,evolución,mutación,evoluciónmutación
muy,584.713567296087,574.406601693758,-0.4353929068155,-0.390481084562352,19.3614152504775,19.5172481084356,0.0629553428905895,0.0765269433821783,108,127,3,1,104,118,105,122,1,0,0.99047619047619,0.967213114754098,108,126,3,2,104,118,105,121,1,1,0.99047619047619,0.975206611570248,104,118,-10.3069656023292,0.0449118222531478,es,extremely,very,extremadamente,muy,extremadamentemuy
máquina,572.65631404361,497.918859139583,-0.410448738143239,-0.746888889906106,19.5257497738019,15.2738518470331,0.0690169078275724,0.0602816565804124,125,77,2,2,121,71,121,71,1,0,1,1,125,77,2,2,118,70,121,71,1,0,0.975206611570248,0.985915492957746,121,71,-74.7374549040272,-0.336440151762867,es,robot,machine,robot,máquina,robotmáquina
márketing,672.126728387777,787.318063294136,-0.0375261829040901,0.466660925445925,34.8731936943614,35.8746406993438,0.124527924651668,0.145505010500457,92,96,1,3,81,79,87,91,0,1,0.931034482758621,0.868131868131868,92,96,1,3,87,89,87,91,0,1,1,0.978021978021978,81,79,115.191334906359,0.504187108350015,es,advertising,marketing,publicidad,márketing,publicidadmárketing
