target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,th_cue,th_target,th_word_combo,unrelated_th_cue
สงบ,507.546999918926,534.466600008961,-0.780336209306817,-0.773664617890633,34.5428977874308,17.5295547648341,0.120853862167301,0.0799738455444917,5,10,1,0,5,10,5,10,0,0,1,1,5,10,1,0,5,10,5,10,0,0,1,1,5,10,26.919600090035,0.00667159141618479,th,quiet,calm,เงียบ,สงบ,เงียบสงบ,ความถี่
สงบเสงี่ยม,845.377400038135,750.12519999044,0.358837630421112,-0.20562082155213,185.930772200432,85.339127220052,0.572884197774857,0.147715870549929,5,5,0,0,5,5,5,5,0,0,1,1,5,5,0,0,5,5,5,5,0,0,1,1,5,5,-95.2522000476953,-0.564458451973242,th,humble,modest,ถ่อมตน,สงบเสงี่ยม,ถ่อมตนสงบเสงี่ยม,รถแท็กซี่
สง่างาม,582.464999991047,604.676333331852,-0.455131008728157,-0.342434679966868,39.4420958354423,62.4171244664258,0.0733123496409441,0.322602091073993,4,3,0,0,4,3,4,3,0,0,1,1,4,3,0,0,4,3,4,3,0,0,1,1,4,3,22.2113333408056,0.112696328761289,th,fashionable,elegant,ทันสมัย,สง่างาม,ทันสมัยสง่างาม,เปรี้ยง
สตรอเบอร์รี่,494.851999982144,728.218999974167,-0.774530935043541,-0.11790543032073,2.14800001785599,101.066269931919,0.0844777069620648,0.301975788714291,2,6,1,1,2,6,2,6,0,0,1,1,2,6,1,1,2,6,2,6,0,0,1,1,2,6,233.366999992023,0.656625504722811,th,banana,strawberry,กล้วย,สตรอเบอร์รี่,กล้วยสตรอเบอร์รี่,รถพยาบาล
สถานี,517.495999992049,557.916000070433,-0.829054856260031,-0.587255345849021,45.2806907986046,40.7514090098119,0.0489748989487314,0.138327869422904,3,7,1,0,3,7,3,7,0,0,1,1,3,7,1,0,3,7,3,7,0,0,1,1,3,7,40.4200000783841,0.24179951041101,th,platform,station,ชานชาลา,สถานี,ชานชาลาสถานี,ความสำเร็จ
สถาปนิก,590.232333353255,666.828599890438,-0.652933225767147,-0.131666116276981,22.1807140133317,50.6267931134207,0.00510607427483481,0.207547457379568,3,5,0,0,3,5,3,5,0,0,1,1,3,5,0,0,3,5,3,5,0,0,1,1,3,5,76.596266537183,0.521267109490166,th,engineer,architect,วิศวกร,สถาปนิก,วิศวกรสถาปนิก,ละเอียดอ่อน
สนามบิน,458.63099992058,844.821000019112,-0.76003601008633,-0.0121431295282955,38.7138540110862,199.724384771456,0.159061926018628,0.615352253399974,3,5,0,0,3,5,3,5,0,0,1,1,3,5,0,0,3,5,3,5,0,0,1,1,3,5,386.190000098532,0.747892880558035,th,terminal,airport,อาคารผู้โดยสาร,สนามบิน,อาคารผู้โดยสารสนามบิน,ยอดเยี่ยม
สนามรบ,646.1339999682,710.995499975419,-0.315568640228403,0.23624025925723,21.100036463656,189.090883230722,0.176179518764554,0.748160861228839,3,4,0,0,3,4,3,4,0,0,1,1,3,4,0,0,3,4,3,4,0,0,1,1,3,4,64.8615000072193,0.551808899485632,th,arena,battlefield,สังเวียน,สนามรบ,สังเวียนสนามรบ,เก่าแก่
สปาเก็ตตี้,546.100666664677,587.304666634882,-0.648382885683674,-0.51728346824216,64.9883435749763,68.8525760182066,0.081812904338358,0.146802065651754,3,3,0,0,3,3,3,3,0,0,1,1,3,3,0,0,3,3,3,3,0,0,1,1,3,3,41.2039999702054,0.131099417441514,th,lasagna,spaghetti,ลาซานย่า,สปาเก็ตตี้,ลาซานย่าสปาเก็ตตี้,การมีอยู่
สภาพสตรี,788.121500011883,614.759499999898,0.108648452578051,-0.235610642196451,139.933499964304,141.074098267254,0.616553709252481,0.431811623484821,7,6,0,0,2,4,7,6,0,0,0.285714285714286,0.666666666666667,7,6,0,0,6,6,7,6,0,0,0.857142857142857,1,2,4,-173.362000011984,-0.344259094774502,th,lord,lady,ท่านลอร์ด,สภาพสตรี,ท่านลอร์ดสภาพสตรี,มีประโยชน์
สมบูรณ์,767.920000012195,567.262416550058,0.236890543135902,-0.575027385903487,196.783765510449,31.6390983094561,0.705172859819324,0.123350703094715,5,12,1,0,5,12,5,12,0,0,1,1,5,12,1,0,5,12,5,12,0,0,1,1,5,12,-200.657583462138,-0.811917929039389,th,total,complete,ทั้งหมด,สมบูรณ์,ทั้งหมดสมบูรณ์,จิตวิญญาณ
สมบูรณ์แบบ,569.08775002425,618.189857141123,-0.574453984252925,-0.196815509868345,59.8425973063186,43.874000679044,0.106456448983633,0.186812738587732,4,7,0,1,4,7,4,7,0,0,1,1,4,7,0,1,4,7,4,7,0,0,1,1,4,7,49.1021071168738,0.37763847438458,th,ideal,perfect,ในอุดมคติ,สมบูรณ์แบบ,ในอุดมคติสมบูรณ์แบบ,พัน
สร้อยคอ,714.42560003635,518.283333333355,-0.0668047718575326,-0.77796682518428,155.265778670663,19.4699114472124,0.559570370920955,0.106369739267271,5,6,2,0,5,6,5,6,0,0,1,1,5,6,2,0,5,6,5,6,0,0,1,1,5,6,-196.142266702995,-0.711162053326747,th,ring,necklace,แหวน,สร้อยคอ,แหวนสร้อยคอ,เขต
สร้าง,520.269500063703,469.494500001485,-0.697191682664439,-0.776830057530042,34.212933627311,33.389500001504,0.168022756698069,0.0329249938351708,6,2,0,1,6,2,6,2,0,0,1,1,6,2,0,1,6,2,6,2,0,0,1,1,6,2,-50.7750000622182,-0.0796383748656038,th,construction,build,การก่อสร้าง,สร้าง,การก่อสร้างสร้าง,ไปรษณีย์
สลัด,576.718333341259,906.07299997617,-0.740633924309057,-0.152664733674363,44.1962884082491,301.04200004769,0.209267998787523,0.480630079969643,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,329.354666634911,0.587969190634695,th,soup,salad,ซุป,สลัด,ซุปสลัด,สมาคม
สว่าง,501.602400003571,605.488999999982,-0.80492120107519,-0.22726668736797,23.5737962358603,45.6606315367328,0.0780504997623956,0.267506388527172,5,3,1,1,5,3,5,3,0,0,1,1,5,3,1,1,5,3,5,3,0,0,1,1,5,3,103.886599996411,0.57765451370722,th,shine,bright,ส่องแสง,สว่าง,ส่องแสงสว่าง,โซฟา
สหพันธรัฐ,769.287888902172,838.953444461002,0.202366515156072,0.362709305527455,60.8994323015556,102.525303738717,0.257946116414127,0.332879904485757,9,10,0,1,9,9,9,10,0,0,1,0.9,9,10,0,1,9,10,9,10,0,0,1,1,9,9,69.6655555588306,0.160342790371383,th,colony,federation,อาณานิคม,สหพันธรัฐ,อาณานิคมสหพันธรัฐ,ฝน
สอน,667.318571452821,413.449599999998,-0.311751216757857,-0.858117336554518,86.9534191319747,37.7260851767494,0.245995542305746,0.0795636196956428,7,5,1,0,7,5,7,5,0,0,1,1,7,5,1,0,7,4,7,5,0,0,1,0.8,7,5,-253.868971452823,-0.546366119796661,th,learn,teach,เรียนรู้,สอน,เรียนรู้สอน,สังเวียน
สอบสวน,653.653333314462,495.068500000671,-0.24546268312999,-0.689950539939293,43.8919488059742,17.8389544725039,0.0983767885705337,0.0598303378140601,3,8,0,0,3,8,3,8,0,0,1,1,3,8,0,0,3,7,3,8,0,0,1,0.875,3,8,-158.584833313791,-0.444487856809303,th,examine,investigate,พิจารณา,สอบสวน,พิจารณาสอบสวน,กายวิภาคศาสตร์
สัญญา,605.356999976134,478.891199980921,-0.559327468996234,-0.816939070580042,32.4421594199027,12.271915900817,0.230118806781883,0.108214813847724,4,5,0,0,3,5,4,5,0,0,0.75,1,4,5,0,0,4,5,4,5,0,0,1,1,3,5,-126.465799995213,-0.257611601583809,th,guarantee,promise,รับประกัน,สัญญา,รับประกันสัญญา,ท่าทาง
สัญญาณ,538.897818169382,547.769099997607,-0.627630617683584,-0.586438099619903,61.4529104439577,32.6220780060548,0.203971295718236,0.115951875989962,11,10,0,0,11,10,11,10,0,0,1,1,11,10,0,0,10,10,11,10,0,0,0.909090909090909,1,11,10,8.87128182822448,0.0411925180636815,th,frequency,signal,ความถี่,สัญญาณ,ความถี่สัญญาณ,การฆ่าตัวตาย
สัญญาณเตือนภัย,646.263500001449,605.06966661852,-0.219619272469476,-0.0555153233865108,78.5582554070331,79.1618400291204,0.263077711509629,0.261239826777084,8,3,0,1,8,3,8,3,0,0,1,1,8,3,0,1,8,3,8,3,0,0,1,1,8,3,-41.1938333829289,0.164103949082965,th,alert,alarm,การแจ้งเตือน,สัญญาณเตือนภัย,การแจ้งเตือนสัญญาณเตือนภัย,ความไม่รู้
สัญลักษณ์,629.10599998602,478.498000000759,-0.599478763034827,-0.605934588467787,99.0140367893087,57.7569670958891,0.409243482993031,0.136500325437839,3,3,1,1,3,3,3,3,0,0,1,1,3,3,1,1,3,3,3,3,0,0,1,1,3,3,-150.607999985261,-0.00645582543295986,th,flag,symbol,ธง,สัญลักษณ์,ธงสัญลักษณ์,กลางคืน
สัตว์,393.844999999972,566.249499860957,-0.914122890971335,-0.584410903997863,5.775000000023,50.863200172866,0.147833461843044,0.160541099156684,2,6,1,0,2,6,2,6,0,0,1,1,2,6,1,0,2,6,2,6,0,0,1,1,2,6,172.404499860985,0.329711986973472,th,beast,animal,สัตว์ร้าย,สัตว์,สัตว์ร้ายสัตว์,แสดงความยินดี
สัปดาห์,794.337499997019,552.880999928457,0.0766449239539211,-0.472918447466411,27.3374999970185,43.1190000715435,0.161599417287711,0.0161699944198774,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-241.456500068562,-0.549563371420333,th,month,week,เดือน,สัปดาห์,เดือนสัปดาห์,ไร้เดียงสา
สั่ง,478.710555511271,547.548999999883,-0.783923295345034,-0.960190565766394,30.1558516584498,,0.154802996589283,,9,1,2,0,9,1,9,1,0,0,1,1,9,1,2,0,9,1,9,1,0,0,1,1,9,1,68.8384444886118,-0.176267270421359,th,command,order,สั่งการ,สั่ง,สั่งการสั่ง,เกี่ยวกับแม่เหล็ก
สาม,474.83399999761,581.14750001043,-0.918333805969349,-0.559955690251339,28.1552723608886,56.28675510955,0.110457201751477,0.144198190152261,5,6,1,0,5,6,5,6,0,0,1,1,5,6,1,0,5,6,5,6,0,0,1,1,5,6,106.31350001282,0.358378115718011,th,one,three,หนึ่ง,สาม,หนึ่งสาม,ผู้จัดการ
สามเท่า,628.126599985826,563.593500000047,-0.616359319405683,-0.595879017178484,145.529489725343,51.5935000000465,0.244231115714625,0.374077940441638,5,2,1,0,5,2,5,2,0,0,1,1,5,2,1,0,5,2,5,2,0,0,1,1,5,2,-64.5330999857792,0.0204803022271984,th,double,triple,สองเท่า,สามเท่า,สองเท่าสามเท่า,อิทธิพล
สามเหลี่ยม,775.899499809253,556.509499928449,-0.0827056873188187,-0.595895778008403,221.899499809253,71.2905000714815,0.616883614569662,0.299128118638609,2,2,0,0,2,2,2,2,0,0,1,1,2,2,0,0,2,2,2,2,0,0,1,1,2,2,-219.389999880804,-0.513190090689584,th,circle,triangle,วงกลม,สามเหลี่ยม,วงกลมสามเหลี่ยม,คน
สายยาง,605.37757142896,804.720500011539,-0.405157345126359,0.216911682318885,44.7022209358333,66.0573858679321,0.153071809232852,0.239411512582719,7,8,1,0,7,8,7,8,0,0,1,1,7,8,1,0,7,8,7,8,0,0,1,1,7,8,199.342928582579,0.622069027445245,th,pump,hose,เครื่องสูบน้ำ,สายยาง,เครื่องสูบน้ำสายยาง,งบประมาณ
สายไฟ,464.82400001229,732.025500000062,-0.653518716130878,-0.212577634072549,42.2823869893789,170.527347533777,0.141171680423705,0.534085846458384,5,4,0,0,4,4,4,4,0,0,1,1,5,4,0,0,3,2,4,4,0,0,0.75,0.5,4,4,267.201499987772,0.440941082058329,th,cable,wire,สายเคเบิล,สายไฟ,สายเคเบิลสายไฟ,โคเคน
สารภาพ,569.281499992027,664.298500003875,-0.504063830506012,-0.222307720827994,105.246916415813,72.6037337847069,0.358746666508321,0.318147538953641,6,4,0,1,6,4,6,4,0,0,1,1,6,4,0,1,6,4,6,4,0,0,1,1,6,4,95.0170000118484,0.281756109678018,th,admit,confess,ยอมรับ,สารภาพ,ยอมรับสารภาพ,ต่ำ
สารสนเทศ,767.498333357236,733.754000000015,-0.0711536326129256,-0.251128509246981,142.412761554096,,0.438912595243295,,6,1,0,2,6,1,6,1,0,0,1,1,6,1,0,2,6,1,6,1,0,0,1,1,6,1,-33.7443333572213,-0.179974876634055,th,data,information,ข้อมูล,สารสนเทศ,ข้อมูลสารสนเทศ,การไอ
สาเหตุ,455.325250023016,714.107857143606,-0.759018603185637,-0.381754591768898,47.4986844596024,70.3673184419176,0.128586126117522,0.119853189827073,4,7,0,0,4,7,4,7,0,0,1,1,4,7,0,0,4,7,4,7,0,0,1,1,4,7,258.78260712059,0.377264011416739,th,reason,cause,เหตุผล,สาเหตุ,เหตุผลสาเหตุ,สถานเลี้ยงเด็กกำพร้า
สำคัญ,661.099666603074,497.672999999952,-0.436208930611833,-0.616697170300289,66.5128464216023,,0.310357298080035,,3,1,0,0,3,1,3,1,0,0,1,1,3,1,0,0,3,1,3,1,0,0,1,1,3,1,-163.426666603122,-0.180488239688456,th,valuable,important,มีค่า,สำคัญ,มีค่าสำคัญ,ทรมาน
สำนักงาน,551.593599988881,717.72983329064,-0.449382335598011,-0.00701164392211599,40.3553049571857,167.669155894745,0.164080876596526,0.625808575629596,5,6,0,0,5,6,5,6,0,0,1,1,5,6,0,0,5,6,5,6,0,0,1,1,5,6,166.136233301759,0.442370691675895,th,desk,office,โต๊ะทำงาน,สำนักงาน,โต๊ะทำงานสำนักงาน,อ่าน
สำนักแม่ชี,889.713428581482,952.988999982613,0.503877988695754,0.532131262601621,179.706971959664,134.470512631309,0.460659232161637,0.3072913483636,7,7,3,0,7,6,7,7,0,0,1,0.857142857142857,7,7,3,0,7,7,7,7,0,0,1,1,7,6,63.2755714011302,0.0282532739058671,th,orphanage,convent,สถานเลี้ยงเด็กกำพร้า,สำนักแม่ชี,สถานเลี้ยงเด็กกำพร้าสำนักแม่ชี,โกหก
สำเนา,550.554166667643,554.734999924542,-0.914632322614199,-0.516386695807863,73.8013450134378,33.634857693616,0.0925612267553097,0.102384386557856,6,8,0,0,6,8,6,8,0,0,1,1,6,8,0,0,6,8,6,8,0,0,1,1,6,8,4.18083325689815,0.398245626806335,th,original,copy,ต้นฉบับ,สำเนา,ต้นฉบับสำเนา,ระดับชาติ
สำเนียง,541.717000000198,544.897666604103,-0.627864893443901,-0.542028247624425,17.1668000028018,87.5097534885663,0.0780344356880509,0.369378525316694,3,3,0,1,3,3,3,3,0,0,1,1,3,3,0,1,3,3,3,3,0,0,1,1,3,3,3.18066660390468,0.0858366458194763,th,voice,accent,เสียง,สำเนียง,เสียงสำเนียง,ทหารม้า
สิงโต,554.208749975776,526.312000000034,-0.496435243274354,-0.591599626481065,111.588059941219,45.6999592669545,0.322723374332622,0.121938831115242,4,3,1,0,4,3,4,3,0,0,1,1,4,3,1,0,4,3,4,3,0,0,1,1,4,3,-27.896749975742,-0.0951643832067113,th,dragon,lion,มังกร,สิงโต,มังกรสิงโต,เรียกร้อง
สินค้า,561.336857168395,534.920499952328,-0.458738247349106,-0.627651797643676,58.206865413952,9.67950002382702,0.218083377045731,0.0346790201994794,7,3,2,0,7,2,7,2,0,0,1,1,7,3,2,0,4,2,7,2,0,0,0.571428571428571,1,7,2,-26.4163572160668,-0.16891355029457,th,load,cargo,ของบรรทุก,สินค้า,ของบรรทุกสินค้า,คำสาป
สิ่งก่อสร้าง,,600.973166603115,,-0.41455296894704,,46.8347018506179,,0.140289639770785,,6,,0,,6,,6,,0,,1,,6,,0,,6,,6,,0,,1,,6,,,th,pyramid,structure,พีระมิด,สิ่งก่อสร้าง,พีระมิดสิ่งก่อสร้าง,แก้ว
สิ่งนั้น,473.570199972298,685.242499993038,-0.744924777702437,0.150895063348707,27.0819590394794,197.657253818197,0.076214689526721,0.907335204286724,5,4,0,1,5,4,5,4,0,0,1,1,5,4,0,1,5,3,5,4,0,0,1,0.75,5,4,211.67230002074,0.895819841051144,th,what,that,อะไร,สิ่งนั้น,อะไรสิ่งนั้น,ดีวีดี
สิ่งปฏิกูล,869.303799989278,726.933600057242,0.355904483506549,0.146627741220919,106.496339340641,60.2412478596185,0.278999093450037,0.258811847750193,5,5,1,1,5,5,5,5,0,0,1,1,5,5,1,1,5,5,5,5,0,0,1,1,5,5,-142.370199932035,-0.20927674228563,th,trash,garbage,ขยะ,สิ่งปฏิกูล,ขยะสิ่งปฏิกูล,การลงจอด
สิ่งมีชีวิต,760.986333332355,556.992000007909,0.213930629531056,-0.464410598221504,195.549808842641,55.4345403084846,0.779567652804608,0.16965286615848,3,5,0,0,3,5,3,5,0,0,1,1,3,5,0,0,3,2,3,5,0,0,1,0.4,3,5,-203.994333324446,-0.67834122775256,th,monster,creature,สัตว์ประหลาด,สิ่งมีชีวิต,สัตว์ประหลาดสิ่งมีชีวิต,การตระเวนแสดงผลงาน
สีดำ,479.08275000035,747.900999940408,-0.802392507590815,-0.285975923780405,35.1610182523076,115.296584783544,0.121809364468438,0.245144515069046,4,4,0,0,4,4,4,4,0,0,1,1,4,4,0,0,4,2,4,4,0,0,1,0.5,4,4,268.818249940058,0.51641658381041,th,white,black,สีขาว,สีดำ,สีขาวสีดำ,จารกรรม
สีฟ้า,427.15620000005,553.927749988062,-0.954856483989195,-0.669988232230312,45.1153029840609,80.9507655293941,0.147857763059103,0.207771547549847,5,4,1,2,5,4,5,4,0,0,1,1,5,4,1,2,5,4,5,4,0,0,1,1,5,4,126.771549988013,0.284868251758884,th,brown,blue,สีน้ำตาล,สีฟ้า,สีน้ำตาลสีฟ้า,ความหวัง
สีเหลือง,434.087200011965,893.076250008919,-1.1011942891827,0.516959428275089,32.9644950398293,152.762811182232,0.073228919818282,0.342237638086535,5,4,0,1,5,4,5,4,0,0,1,1,5,4,0,1,5,4,5,4,0,0,1,1,5,4,458.989049996954,1.61815371745779,th,red,yellow,สีแดง,สีเหลือง,สีแดงสีเหลือง,ให้อาหาร
