target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,hu_cue,hu_target,hu_word_combo
megtalálja,627.679612190438,698.220326545424,-0.158971231141888,0.119756128434222,26.5067595390709,36.0767252177264,0.10313973548243,0.119722253692502,54,58,1,3,50,50,51,52,0,3,0.980392156862745,0.961538461538462,54,58,1,3,50,50,51,52,0,3,0.980392156862745,0.961538461538462,49,49,70.5407143549864,0.27872735957611,hu,search,find,keresés,megtalálja,keresésmegtalálja
megtilt,698.13393748822,834.713933341362,0.0909842536342647,0.60317329278461,34.8733378305994,33.1450508542139,0.120927485712028,0.11163378430557,58,62,0,0,48,47,51,56,0,0,0.941176470588235,0.839285714285714,58,62,0,0,49,52,51,56,0,0,0.96078431372549,0.928571428571429,48,45,136.579995853142,0.512189039150346,hu,forbidden,prohibit,tiltott,megtilt,tiltottmegtilt
megvizsgál,663.764867948984,732.241145437766,0.0590471487488064,0.122763797910081,33.7629664060374,43.5639954642981,0.111968883723378,0.130148436131366,58,60,1,0,54,55,54,56,1,0,1,0.982142857142857,57,60,2,0,53,56,53,56,2,0,1,1,53,55,68.4762774887829,0.0637166491612747,hu,examine,investigate,megvizsgálni,megvizsgál,megvizsgálnimegvizsgál
megvéd,549.041892859248,625.153549008775,-0.518135721129703,-0.106689188224439,17.1181701182583,31.4225391458045,0.0569952179412142,0.140130693071541,61,58,3,1,56,51,57,51,1,0,0.982456140350877,1,62,58,2,1,55,49,58,51,0,0,0.948275862068966,0.96078431372549,56,51,76.1116561495268,0.411446532905264,hu,protect,defend,védelem,megvéd,védelemmegvéd
megy,522.373960806736,550.359816318797,-0.663345735248788,-0.58368557618386,25.6946671853265,35.4064158087045,0.109912622823739,0.10439689978884,53,57,0,0,51,49,52,50,0,0,0.980769230769231,0.98,53,57,0,0,52,41,52,50,0,0,1,0.82,51,49,27.9858555120611,0.0796601590649275,hu,enter,go,belép,megy,belépmegy
megzavar,565.973422240016,608.308727284409,-0.406595366127594,-0.307080411984026,24.4620276116198,22.2947800296777,0.120567602327565,0.0810256717253017,52,58,0,0,45,55,45,56,0,0,1,0.982142857142857,52,58,0,0,45,51,45,56,0,0,1,0.910714285714286,45,55,42.335305044393,0.0995149541435674,hu,interrupt,disturb,megszakít,megzavar,megszakítmegzavar
megállít,605.231319145218,665.870448969085,-0.352205191074318,-0.186609269964312,37.4050709764605,33.32590933556,0.125061508821187,0.0954750775633051,56,52,1,0,47,49,49,50,0,0,0.959183673469388,0.98,54,52,3,0,48,45,48,50,1,0,1,0.9,47,49,60.6391298238665,0.165595921110006,hu,prevent,stop,megelőz,megállít,megelőzmegállít
megért,603.431789453465,581.839352926785,-0.285212157218878,-0.454236502484103,35.6651394528149,41.5117906977804,0.121813185175648,0.112339852769254,62,57,0,1,57,51,58,51,0,0,0.982758620689655,1,62,57,0,1,53,50,58,51,0,0,0.913793103448276,0.980392156862745,57,51,-21.5924365266801,-0.169024345265225,hu,realize,understand,rájön,megért,rájönmegért
megöl,698.854092623772,620.991846138766,0.0285735498386343,-0.22467888901021,39.5697495749781,22.9721297641853,0.123928225609413,0.0720545226775175,60,60,0,2,55,52,56,55,0,0,0.982142857142857,0.945454545454545,60,60,0,2,55,55,56,55,0,0,0.982142857142857,1,54,52,-77.8622464850064,-0.253252438848844,hu,poison,kill,méreg,megöl,méregmegöl
meleg,614.518440007707,553.719415090832,-0.398178987771767,-0.557278524589664,30.6284695032385,18.080509495384,0.0698837764932295,0.0716001110248972,57,58,2,0,50,53,51,53,1,0,0.980392156862745,1,58,58,1,0,47,52,52,53,0,0,0.903846153846154,0.981132075471698,50,53,-60.7990249168752,-0.159099536817898,hu,lesbian,gay,leszbikus,meleg,leszbikusmeleg
mellkas,625.822200015838,626.618340437032,-0.222046035443715,-0.293428576760615,32.1896303698135,27.330151646697,0.118998745110672,0.102084066172815,59,53,0,1,55,47,56,49,0,0,0.982142857142857,0.959183673469388,59,53,0,1,53,40,56,49,0,0,0.946428571428571,0.816326530612245,55,47,0.796140421194082,-0.0713825413168997,hu,stomach,chest,gyomor,mellkas,gyomormellkas
menedék,629.657860066703,634.30023912978,-0.211703386046403,-0.308893623350264,26.4161082393139,37.4096053736067,0.0909229678971094,0.106783898246119,57,54,1,2,50,46,52,47,1,2,0.961538461538462,0.978723404255319,57,54,1,2,44,44,52,47,1,2,0.846153846153846,0.936170212765957,50,46,4.64237906307721,-0.0971902373038608,hu,refuge,shelter,óvóhely,menedék,óvóhelymenedék
menetrend,610.470666672733,638.416169819689,-0.359675436649819,-0.21082737888077,24.8062368316304,21.2267429555814,0.0708365066536104,0.085569471258609,58,59,0,2,51,53,52,55,0,1,0.980769230769231,0.963636363636364,58,60,0,1,49,53,52,56,0,0,0.942307692307692,0.946428571428571,51,53,27.945503146956,0.148848057769049,hu,calendar,schedule,naptár,menetrend,naptármenetrend
mennydörgés,774.633234028301,699.237891290598,0.267454221359199,0.0844428042832434,54.2264332312613,35.3412055627147,0.143753645263473,0.128784032808232,57,52,2,2,47,46,47,46,1,2,1,1,57,52,2,2,47,45,47,46,1,2,1,0.978260869565217,47,46,-75.3953427377031,-0.183011417075956,hu,lightning,thunder,villám,mennydörgés,villámmennydörgés
mennyei,635.99706250097,676.271547172628,-0.116100826663269,-0.121903542716928,33.3613653265249,36.0254178536603,0.126308722308275,0.119981445499618,54,61,1,2,48,54,48,56,1,2,1,0.964285714285714,54,61,1,2,42,56,48,56,1,2,0.875,1,48,53,40.2744846716571,-0.0058027160536589,hu,sky,heavenly,ég,mennyei,égmennyei
mennyiség,549.512529425757,614.761092624917,-0.464292205701989,-0.297583344180993,18.2313918625539,27.5344332344156,0.0835033455970769,0.100690006738042,56,58,0,0,51,54,52,54,0,0,0.980769230769231,1,56,58,0,0,52,50,52,54,0,0,1,0.925925925925926,51,54,65.24856319916,0.166708861520996,hu,sum,amount,összeg,mennyiség,összegmennyiség
mentség,705.069320004319,649.300392148483,0.115230814497317,-0.121940110367422,38.069643578669,29.3962270178479,0.140612666917269,0.125314130934178,54,61,0,2,50,51,50,52,0,2,1,0.980769230769231,54,61,0,2,47,51,50,52,0,2,0.94,0.980769230769231,50,51,-55.7689278558362,-0.237170924864739,hu,forgive,excuse,megbocsát,mentség,megbocsátmentség
menyasszony,649.088612228603,769.499916648187,-0.142589298798162,0.252231962768411,38.7999673339472,57.1613794128102,0.120918232164792,0.179071864619949,54,53,1,2,49,48,50,49,0,1,0.98,0.979591836734694,54,54,1,1,46,46,50,50,0,0,0.92,0.92,49,48,120.411304419584,0.394821261566573,hu,groom,bride,vőlegény,menyasszony,vőlegénymenyasszony
messze,569.973722210966,577.143177812397,-0.535016208129908,-0.418529984656844,20.9033900348819,26.7553761954448,0.0818699456504051,0.0835856471493264,59,53,0,0,54,48,55,50,0,0,0.981818181818182,0.96,59,53,0,0,53,40,55,50,0,0,0.963636363636364,0.8,54,45,7.16945560143097,0.116486223473065,hu,near,far,közel,messze,közelmessze
mesterlövész,645.158418164119,667.121229164557,0.0025862388962202,0.00185643287660549,25.202662766515,20.7862812109935,0.119160934567209,0.0832812960804874,58,55,0,1,55,48,55,49,0,0,1,0.979591836734694,58,55,0,1,55,48,55,49,0,0,1,0.979591836734694,55,48,21.9628110004378,-0.000729806019614711,hu,shooter,sniper,lövész,mesterlövész,lövészmesterlövész
mesterséges,677.190351881093,794.773846154602,-0.165540939883812,0.531471132371574,44.8894276804577,51.0151671362032,0.164385162929557,0.208255357437083,57,59,0,1,54,52,55,54,0,1,0.981818181818182,0.962962962962963,56,58,1,2,54,50,54,53,1,2,1,0.943396226415094,54,52,117.583494273509,0.697012072255386,hu,natural,artificial,természetes,mesterséges,természetesmesterséges
mikrofon,618.156823512821,641.9303653999,-0.313894958824878,-0.0754553376311794,36.3549087133548,43.1522235601881,0.128568138715167,0.20034004983878,56,57,1,1,51,52,51,54,0,1,1,0.962962962962963,56,57,1,1,49,49,51,54,0,1,0.96078431372549,0.907407407407407,51,52,23.7735418870792,0.238439621193698,hu,camera,microphone,kamera,mikrofon,kameramikrofon
mikroszkóp,673.450478274376,701.031433969146,-0.0251632073215706,0.09258056315326,33.9514740227522,25.9892444060657,0.123809398177318,0.0957485493742372,53,56,1,0,46,53,46,53,1,0,1,1,54,56,0,0,44,51,47,53,0,0,0.936170212765957,0.962264150943396,46,53,27.5809556947702,0.117743770474831,hu,telescope,microscope,távcső,mikroszkóp,távcsőmikroszkóp
milliárd,549.140847444297,689.93884613558,-0.529906147259663,-0.0844119536531633,20.5358789448566,37.354681265131,0.0895642930228717,0.120070538652289,63,60,1,2,59,52,59,52,0,1,1,1,63,60,1,2,57,51,59,52,0,1,0.966101694915254,0.980769230769231,59,52,140.797998691283,0.445494193606499,hu,million,billion,millió,milliárd,milliómilliárd
miniszter,528.547381814181,593.60672916394,-0.48269518855333,-0.316240281279172,25.2584140170748,19.9212790371159,0.122718430294598,0.0768073138844659,59,53,2,1,55,48,55,48,0,0,1,1,59,53,2,1,55,47,55,48,0,0,1,0.979166666666667,55,48,65.0593473497585,0.166454907274158,hu,ambassador,minister,nagykövet,miniszter,nagykövetminiszter
minisztérium,657.014320009509,687.23642857243,0.0117980199617957,0.0218672366088593,28.9626653508293,29.5278104935212,0.109282874849349,0.104611831603383,56,53,1,0,50,49,51,50,1,0,0.980392156862745,0.98,56,53,1,0,51,48,51,50,1,0,1,0.96,50,49,30.2221085629212,0.0100692166470635,hu,embassy,ministry,nagykövetség,minisztérium,nagykövetségminisztérium
minőség,538.359061243971,567.304204082885,-0.654746235196008,-0.476952936899837,35.3776037143047,24.7410861272561,0.0843693962475926,0.0685387008613369,57,56,0,2,49,49,50,51,0,0,0.98,0.96078431372549,57,56,0,2,50,48,50,51,0,0,1,0.941176470588235,49,49,28.9451428389148,0.177793298296171,hu,quantity,quality,mennyiség,minőség,mennyiségminőség
mocskos,579.798107129961,591.318916699427,-0.503566836142719,-0.306240448407795,22.0564365354472,21.21906729232,0.0689424263348497,0.0860450626882466,62,55,0,2,57,48,57,52,0,0,1,0.923076923076923,62,55,0,2,53,51,57,52,0,0,0.929824561403509,0.980769230769231,56,48,11.520809569466,0.197326387734924,hu,nasty,filthy,csúnya,mocskos,csúnyamocskos
mond,539.134439996364,598.985846154921,-0.528400330798573,-0.247839685764599,18.5725453054201,30.3337375393234,0.0802173360317592,0.119897742816956,58,58,1,2,50,52,50,53,0,0,1,0.981132075471698,58,58,1,2,49,41,50,53,0,0,0.98,0.773584905660377,50,52,59.8514061585569,0.280560645033974,hu,say,tell,beszél,mond,beszélmond
mondat,566.15845652062,546.98917309068,-0.43026377155644,-0.533702246219922,16.2299506198359,21.2533671776593,0.0691304813604763,0.0727775121266042,52,63,0,0,46,52,46,52,0,0,1,1,52,63,0,0,44,50,46,52,0,0,0.956521739130435,0.961538461538462,46,52,-19.1692834299396,-0.103438474663482,hu,word,sentence,szó,mondat,szómondat
monitor,622.177113208467,665.178666666347,-0.169521558612903,-0.112478757015814,42.9102745317513,38.0925135410446,0.173715644913019,0.127486703540857,55,60,0,1,53,54,53,55,0,0,1,0.981818181818182,54,60,1,1,52,50,52,55,1,0,1,0.909090909090909,53,54,43.0015534578799,0.0570428015970891,hu,screen,monitor,képernyő,monitor,képernyőmonitor
morfin,764.990032251319,1067.04719999924,0.546670542962924,1.41650462401954,46.688426724896,173.726818835687,0.216525285130793,0.713470429544469,55,54,0,1,32,15,44,44,0,0,0.727272727272727,0.340909090909091,55,54,0,1,32,44,44,44,0,0,0.727272727272727,1,31,15,302.05716774792,0.869834081056615,hu,aspirin,morphine,aszpirin,morfin,aszpirinmorfin
mosogató,645.17431373172,617.08961819068,-0.197704610101098,-0.266283177949632,38.7111847795311,23.2306476238546,0.0821927355223733,0.0855193272569844,58,60,0,2,51,55,51,55,0,1,1,1,58,60,0,2,46,44,51,55,0,1,0.901960784313726,0.8,51,55,-28.0846955410406,-0.0685785678485343,hu,toilet,sink,wc,mosogató,wcmosogató
mostanában,562.713811324079,651.19669642712,-0.405089763136475,-0.167428232533469,18.9444765639395,29.9587307381486,0.0598738972793453,0.105957169103497,56,63,1,1,53,56,54,59,0,1,0.981481481481482,0.949152542372881,56,62,1,2,51,50,54,58,0,2,0.944444444444444,0.862068965517241,53,56,88.4828851030405,0.237661530603006,hu,just,recently,éppen,mostanában,éppenmostanában
mosás,563.930999994455,555.766527269697,-0.494569469169162,-0.440252174822051,30.777571216184,24.6650511561631,0.106503797569537,0.0987175240635718,58,62,1,3,51,55,52,55,0,2,0.980769230769231,1,58,62,1,3,50,51,52,55,0,2,0.961538461538462,0.927272727272727,51,55,-8.16447272475796,0.0543172943471116,hu,clean,wash,tiszta,mosás,tisztamosás
mosómedve,636.381056599943,764.776521768305,-0.263195393769875,0.400628597276449,21.514561376619,46.4003164069672,0.0629722049508896,0.228264377279029,57,56,2,0,53,46,54,47,0,0,0.981481481481482,0.978723404255319,57,55,2,1,52,36,54,46,0,1,0.962962962962963,0.782608695652174,53,46,128.395465168362,0.663823991046324,hu,squirrel,raccoon,mókus,mosómedve,mókusmosómedve
motel,640.506062506089,710.418418647746,-0.220901514319457,0.220594319581494,30.9208960562406,48.3182756109357,0.0945669019788146,0.202085491227894,57,56,2,1,48,43,52,51,1,1,0.923076923076923,0.843137254901961,57,56,2,1,51,47,52,51,1,1,0.980769230769231,0.92156862745098,48,43,69.9123561416568,0.44149583390095,hu,hotel,motel,szálloda,motel,szállodamotel
motor,567.984368433179,556.292437480946,-0.38505209358482,-0.554103439090828,25.3401057841208,15.8151484582865,0.121082679904388,0.0557806866492155,59,54,3,0,59,49,59,50,0,0,1,0.98,58,54,4,0,56,49,58,50,1,0,0.96551724137931,0.98,57,48,-11.6919309522331,-0.169051345506008,hu,tank,engine,tartály,motor,tartálymotor
munka,564.602749978917,513.855148942399,-0.53300860171597,-0.698905411550735,35.147909839176,17.6484588361126,0.120467081875954,0.0694802828686941,54,53,0,1,48,47,49,48,0,0,0.979591836734694,0.979166666666667,54,53,0,1,49,47,49,48,0,0,1,0.979166666666667,48,47,-50.7476010365174,-0.165896809834765,hu,job,work,foglalkozás,munka,foglalkozásmunka
munkás,542.844290910849,595.634754370966,-0.576313245095847,-0.371846574771757,22.9982764113733,25.9766247592466,0.0776033998031317,0.0998381031309178,58,62,3,0,55,57,55,57,1,0,1,1,58,61,3,1,53,54,55,56,1,1,0.963636363636364,0.964285714285714,55,57,52.7904634601167,0.204466670324091,hu,farmer,worker,gazda,munkás,gazdamunkás
mutáció,754.611800014702,684.870099989257,0.168918326862478,0.0220928484138646,33.6552865311425,28.1564929296924,0.114958794192046,0.111600713495775,59,55,2,1,55,50,55,53,1,1,1,0.943396226415094,58,56,3,0,52,52,55,54,1,0,0.945454545454545,0.962962962962963,55,50,-69.7417000254452,-0.146825478448614,hu,evolution,mutation,evolúció,mutáció,evolúciómutáció
máj,490.380733316677,576.383339636317,-0.749338028223634,-0.388856267913212,11.1506130193732,21.5420736672925,0.0498441832535975,0.092815330832966,81,56,1,0,75,53,75,53,0,0,1,1,81,55,1,1,67,53,75,53,0,0,0.893333333333333,1,75,53,86.0026063196404,0.360481760310422,hu,kidney,liver,vese,máj,vesemáj
másolat,566.034857173531,596.512098056751,-0.48398359859338,-0.414381716887827,25.6958211108374,32.4994001678434,0.110789388708111,0.116758926912417,55,56,0,1,49,51,49,51,0,0,1,1,55,56,0,1,48,50,49,51,0,0,0.979591836734694,0.980392156862745,49,51,30.4772408832201,0.0696018817055533,hu,original,copy,eredeti,másolat,eredetimásolat
még mindig,668.339372542,727.397836726779,-0.00646769394089507,0.192023068665324,35.5039082548781,40.7556565615412,0.126315103837903,0.151050121351705,56,55,0,1,51,49,51,50,0,1,1,0.98,56,56,0,0,49,49,51,51,0,0,0.96078431372549,0.96078431372549,51,49,59.0584641847789,0.198490762606219,hu,already,still,már,még mindig,mármég mindig
méltányol,743.044127276455,824.53823914285,0.126794419594518,0.498581315657308,36.4027352254284,42.7320634607887,0.104175892760381,0.131196873538059,60,55,1,0,56,46,57,53,1,0,0.982456140350877,0.867924528301887,57,55,4,0,53,49,54,53,4,0,0.981481481481482,0.924528301886792,55,46,81.4941118663957,0.37178689606279,hu,admire,appreciate,csodál,méltányol,csodálméltányol
méltó,630.635076938741,601.308571412537,-0.244046152401343,-0.35199941942271,38.0182330930803,30.0081562322568,0.115218968113645,0.0976963369098097,59,62,1,0,52,56,53,57,1,0,0.981132075471698,0.982456140350877,59,62,1,0,52,55,53,57,1,0,0.981132075471698,0.964912280701754,52,56,-29.3265055262042,-0.107953267021368,hu,deserve,worthy,megérdemel,méltó,megérdemelméltó
méltóság,626.499207532092,690.410839290065,-0.301964333564072,-0.0059882823008076,22.4525150996693,40.3795268527724,0.0692895658930972,0.162275456755781,56,57,1,0,53,56,53,56,1,0,1,1,56,57,1,0,53,55,53,56,1,0,1,0.982142857142857,53,56,63.9116317579733,0.295976051263264,hu,pride,dignity,büszkeség,méltóság,büszkeségméltóság
mérges,560.699333301914,525.522735866875,-0.584665250240703,-0.608047488932065,28.6031882830939,18.0474051451775,0.131208707553423,0.0598298248411145,54,56,0,1,49,53,50,53,0,0,0.98,1,54,56,0,1,46,50,50,53,0,0,0.92,0.943396226415094,48,53,-35.1765974350387,-0.023382238691361,hu,jealous,angry,irigy,mérges,irigymérges
mérkőzés,596.899759256107,672.406000017877,-0.301035413695959,-0.0292005978044375,20.5131938901071,40.0510381432461,0.0866812835473314,0.160810519259402,59,54,1,0,54,52,54,52,0,0,1,1,60,54,0,0,53,48,54,52,0,0,0.981481481481482,0.923076923076923,54,52,75.5062407617704,0.271834815891522,hu,tournament,match,bajnokság,mérkőzés,bajnokságmérkőzés
méter,579.557703731489,522.372833332987,-0.4802603622781,-0.670954578342147,42.4719785559453,21.0968058153634,0.141916148700982,0.0768330315835464,57,54,0,1,54,48,54,48,0,1,1,1,57,54,0,1,49,46,54,48,0,1,0.907407407407407,0.958333333333333,54,48,-57.184870398502,-0.190694216064048,hu,kilometer,meter,kilométer,méter,kilométerméter
mínusz,641.540208341838,615.670630439822,-0.163819074696275,-0.256725082361709,40.1988647337352,31.3243160103769,0.163764595334783,0.123714841786991,54,53,1,1,48,47,49,50,0,0,0.979591836734694,0.94,53,52,2,2,45,49,48,50,1,0,0.9375,0.98,48,46,-25.8695779020159,-0.0929060076654332,hu,plus,minus,plusz,mínusz,pluszmínusz
múlt,490.825038466257,521.773420018527,-0.813655962683051,-0.604794098019757,15.3302090465681,20.7023332966998,0.0541100235742325,0.0821157942177858,56,51,0,0,52,50,52,50,0,0,1,1,56,51,0,0,48,47,52,50,0,0,0.923076923076923,0.94,52,50,30.9483815522703,0.208861864663294,hu,future,past,jövő,múlt,jövőmúlt
múzeum,568.107851841564,615.758244901034,-0.402259003234044,-0.327668170253608,27.8568075031795,50.748247088019,0.12213649088306,0.205997162694092,59,59,3,0,54,49,55,52,2,0,0.981818181818182,0.942307692307692,59,59,3,0,55,50,55,52,2,0,1,0.961538461538462,54,49,47.6503930594693,0.0745908329804354,hu,library,museum,könyvtár,múzeum,könyvtármúzeum
műanyag,586.635685174775,537.875907405896,-0.320471321102498,-0.517235782206441,32.6968347098406,18.218381737474,0.100534403800177,0.064366647492429,61,58,1,0,54,54,54,56,0,0,1,0.964285714285714,61,58,1,0,33,51,54,56,0,0,0.611111111111111,0.910714285714286,54,54,-48.7597777688793,-0.196764461103942,hu,cement,plastic,cement,műanyag,cementműanyag
műhold,569.066392143263,692.511777779741,-0.43259923774529,0.113843307055011,32.1300958722166,40.2773207017543,0.112674794744945,0.17472726913835,62,53,0,0,52,45,55,47,0,0,0.945454545454545,0.957446808510638,61,53,1,0,45,46,54,47,1,0,0.833333333333333,0.978723404255319,51,45,123.445385636479,0.546442544800301,hu,radar,satellite,radar,műhold,radarműhold
nagy,499.920351864755,589.889204092068,-0.710239357532826,-0.280535807384821,20.1844959079632,42.1164032941387,0.0773616129146971,0.231189195874208,59,56,0,0,54,49,54,50,0,0,1,0.98,59,56,0,0,54,40,54,50,0,0,1,0.8,54,49,89.9688522273124,0.429703550148005,hu,excellent,great,kiváló,nagy,kiválónagy
