target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,hu_cue,hu_target,hu_word_combo
funkcionális,793.620104174531,747.805178560642,0.324672633527413,0.273462013581688,53.1021825850618,31.256213430639,0.18963555114432,0.11319449695667,54,58,2,0,48,56,48,56,1,0,1,1,53,58,3,0,47,52,47,56,2,0,1,0.928571428571429,48,56,-45.8149256138887,-0.0512106199457247,hu,operational,functional,hadműveleti,funkcionális,hadműveletifunkcionális
furcsa,558.389145441802,583.652111126028,-0.575476783712965,-0.469220660542953,20.654950400075,20.1624773488329,0.0759626352229481,0.0672737925579977,66,61,0,1,55,54,57,56,0,1,0.964912280701754,0.964285714285714,66,61,0,1,55,55,57,56,0,1,0.964912280701754,0.982142857142857,55,54,25.2629656842255,0.106256123170012,hu,unusual,strange,szokatlan,furcsa,szokatlanfurcsa
futball,710.174354166969,722.671207535515,0.0191497502327808,0.161164578005908,44.7432668225128,31.5526702311666,0.171182331614516,0.126194035144436,53,62,1,2,48,53,51,57,0,1,0.941176470588235,0.929824561403509,52,62,2,2,47,40,50,57,1,1,0.94,0.701754385964912,48,53,12.4968533685461,0.142014827773127,hu,basketball,football,kosárlabda,futball,kosárlabdafutball
fájdalom,556.760630414355,562.372702113444,-0.487311185021532,-0.522021921690101,17.9232297006936,31.1898152092813,0.0748510084636446,0.103535461500579,53,55,2,0,46,47,48,48,0,0,0.958333333333333,0.979166666666667,53,55,2,0,46,48,48,48,0,0,0.958333333333333,1,46,47,5.6120716990896,-0.0347107366685684,hu,suffering,pain,szenvedő,fájdalom,szenvedőfájdalom
félelem,627.700819989568,542.874062488977,-0.323651977047517,-0.526595283149432,37.4549396903647,14.0417681913456,0.134593678845448,0.0504233967647386,55,56,1,2,50,48,50,49,0,0,1,0.979591836734694,55,56,1,2,50,44,50,49,0,0,1,0.897959183673469,50,48,-84.8267575005907,-0.202943306101915,hu,horror,fear,borzalom,félelem,borzalomfélelem
fém,499.207518538456,557.004428579641,-0.725543134936522,-0.436496118517757,15.054056415186,20.2086370252895,0.0504762279086893,0.0798074679513573,57,54,0,0,54,49,56,50,0,0,0.964285714285714,0.98,57,54,0,0,49,49,56,50,0,0,0.875,0.98,54,49,57.7969100411856,0.289047016418765,hu,iron,metal,vas,fém,vasfém
fény,504.284701758019,534.289285721709,-0.719924996557091,-0.559654544400646,23.7305277287051,17.7602302199346,0.0765783226077806,0.07696898905997,59,54,1,1,57,49,57,49,1,0,1,1,59,54,1,1,53,45,57,49,1,0,0.929824561403509,0.918367346938776,57,49,30.0045839636902,0.160270452156445,hu,darkness,light,sötétség,fény,sötétségfény
fényes,519.45731373281,536.765870390158,-0.673775847572662,-0.609031937902745,15.4090330225032,23.2011302704811,0.0582837705658994,0.082070138060369,57,56,1,0,51,54,52,54,0,0,0.980769230769231,1,57,56,1,0,48,48,52,54,0,0,0.923076923076923,0.888888888888889,51,54,17.3085566573476,0.0647439096699178,hu,shine,bright,ragyog,fényes,ragyogfényes
fénykép,568.09731370498,533.300938774118,-0.546498547458642,-0.528118233670507,19.584914242093,18.9894858310646,0.0706978490365669,0.0821604633057914,57,55,1,1,52,49,52,50,0,0,1,0.98,57,55,1,1,50,49,52,50,0,0,0.961538461538462,0.98,51,49,-34.7963749308619,0.0183803137881348,hu,picture,photo,kép,fénykép,képfénykép
földesúr,714.407519209227,682.189723407857,0.058606897449167,0.0757403730938743,28.2914285838992,23.6396179153135,0.117659435394664,0.105501841403337,59,55,1,0,52,48,53,49,0,0,0.981132075471698,0.979591836734694,59,55,1,0,53,44,53,49,0,0,1,0.897959183673469,52,47,-32.2177958013706,0.0171334756447072,hu,tenant,landlord,bérlő,földesúr,bérlőföldesúr
fül,496.984374997536,615.923150969911,-0.668716866499222,-0.277229380040009,16.0054242586553,27.4108771157651,0.0585550289871011,0.0815777543088584,60,59,0,0,56,53,56,55,0,0,1,0.963636363636364,60,59,0,0,52,55,56,55,0,0,0.928571428571429,1,56,53,118.938775972375,0.391487486459212,hu,eye,ear,szem,fül,szemfül
fülke,668.90735557019,650.418622637097,-0.0619917181686729,-0.0318911828016807,44.5565845791351,28.3895763546728,0.129822789337874,0.119201435497353,56,58,1,2,45,53,51,54,1,2,0.88235294117647,0.981481481481482,55,58,2,2,50,33,50,54,2,2,1,0.611111111111111,45,53,-18.4887329330923,0.0301005353669922,hu,cabinet,closet,szekrény,fülke,szekrényfülke
fürdőszoba,628.783596158719,666.479129637994,-0.240142817534022,-0.0854848797989543,26.2406439864113,28.4435391588636,0.0934762638970905,0.106900930292208,55,56,0,1,52,54,52,55,0,0,1,0.981818181818182,55,56,0,1,48,39,52,55,0,0,0.923076923076923,0.709090909090909,52,54,37.6955334792758,0.154657937735068,hu,shower,bathroom,zuhany,fürdőszoba,zuhanyfürdőszoba
főnök,531.862239125703,593.269367348115,-0.599574303096998,-0.379173492831734,24.2871341129078,39.4531436264168,0.0895461810179929,0.139808495614242,53,58,0,0,46,49,48,49,0,0,0.958333333333333,1,53,58,0,0,43,49,48,49,0,0,0.895833333333333,1,46,49,61.4071282224115,0.220400810265264,hu,manager,boss,menedzser,főnök,menedzserfőnök
galaxis,657.924636357262,650.61153191449,-0.00980211899803452,-0.0813438005488551,36.9838838185882,27.5958115165396,0.184729131761078,0.0854458935712754,62,56,0,1,55,47,56,51,0,0,0.982142857142857,0.92156862745098,62,56,0,1,51,50,56,51,0,0,0.910714285714286,0.980392156862745,55,47,-7.3131044427721,-0.0715416815508206,hu,universe,galaxy,világegyetem,galaxis,világegyetemgalaxis
garázs,577.665413042358,611.340000010463,-0.367214448725118,-0.312688666075804,21.3503818010626,43.0617846513999,0.0992814775934371,0.120248855919028,56,55,1,1,46,47,46,48,1,0,1,0.979166666666667,56,55,1,1,44,42,46,48,1,0,0.956521739130435,0.875,46,47,33.6745869681048,0.0545257826493136,hu,workshop,garage,műhely,garázs,műhelygarázs
gazdag,509.329199999107,612.014720009991,-0.666456722525013,-0.311727227775899,14.3730858067166,52.0470953640637,0.0437635348986722,0.228318581846516,55,56,0,0,51,51,51,53,0,0,1,0.962264150943396,55,56,0,0,50,51,51,53,0,0,0.980392156862745,0.962264150943396,50,50,102.685520010884,0.354729494749113,hu,poor,rich,szegény,gazdag,szegénygazdag
gitár,568.86355769395,590.009978723466,-0.523988292396834,-0.288832242271457,27.463094899499,22.3708816903413,0.0709982319026038,0.0836419817349106,61,54,0,1,53,48,54,49,0,0,0.981481481481482,0.979591836734694,61,54,0,1,49,48,54,49,0,0,0.907407407407407,0.979591836734694,52,47,21.146421029516,0.235156050125376,hu,piano,guitar,zongora,gitár,zongoragitár
globális,627.005999979966,621.976327583146,-0.245420681591966,-0.190461994666429,24.1405415068329,20.1048761965795,0.076374526815199,0.0646628372238342,59,64,1,0,52,58,52,59,0,0,1,0.983050847457627,59,64,1,0,50,59,52,59,0,0,0.961538461538462,1,51,58,-5.02967239681971,0.054958686925537,hu,national,global,nemzeti,globális,nemzetiglobális
golyó,594.441519987749,584.495978712084,-0.372679369143556,-0.50531951711353,44.5506031253393,47.0962683715248,0.156210600288742,0.121756707669058,56,53,1,0,50,47,50,47,0,0,1,1,56,53,1,0,36,46,50,47,0,0,0.72,0.978723404255319,50,47,-9.94554127566403,-0.132640147969974,hu,caliber,bullet,kaliber,golyó,kalibergolyó
gondol,618.94819564333,547.642313729269,-0.407574887236854,-0.64026195805756,50.15564023277,19.9252883263331,0.134194018906052,0.0689584865615339,56,55,1,1,46,51,49,51,1,0,0.938775510204082,1,56,55,1,1,37,50,49,51,1,0,0.755102040816326,0.980392156862745,46,51,-71.3058819140613,-0.232687070820706,hu,consider,think,fontolgat,gondol,fontolgatgondol
gorilla,635.606392168596,751.639208339779,-0.236616096131106,0.209220180998411,48.7105784303788,42.4962027706175,0.21098911079028,0.170544884860199,57,54,2,2,51,48,51,49,1,2,1,0.979591836734694,57,54,2,2,50,49,51,49,1,2,0.980392156862745,1,51,48,116.032816171183,0.445836277129517,hu,monkey,gorilla,majom,gorilla,majomgorilla
gramm,627.763319156553,741.9362307938,-0.0784941018912636,0.26937778306195,25.6841762681226,27.5137532951419,0.116308873214724,0.119443601923028,54,58,0,0,48,52,50,55,0,0,0.96,0.945454545454545,54,57,0,1,47,36,50,54,0,1,0.94,0.666666666666667,47,52,114.172911637247,0.347871884953214,hu,kilo,gram,kiló,gramm,kilógramm
grófnő,595.670764707639,698.678730767449,-0.286217652581221,0.0777249074095573,20.6818003214304,19.8372977156995,0.0640874819275047,0.0814172597700717,66,62,2,2,51,52,55,58,1,1,0.927272727272727,0.896551724137931,67,62,1,2,52,57,56,58,0,1,0.928571428571429,0.982758620689655,51,52,103.00796605981,0.363942559990778,hu,baron,countess,báró,grófnő,bárógrófnő
gyakorlat,508.329375001958,536.527044451741,-0.646521499371758,-0.544470562238967,18.6367457667237,20.1227364100362,0.0665048006370886,0.0847150378421245,60,55,2,2,48,45,49,45,2,1,0.979591836734694,1,61,55,1,2,49,45,50,45,1,1,0.98,1,48,45,28.1976694497834,0.10205093713279,hu,practice,exercise,szokás,gyakorlat,szokásgyakorlat
gyakorlatilag,681.848727278785,834.612456177612,-0.0632640844134602,0.408650241223524,30.8951789191833,54.8917157039921,0.103048568334063,0.173254834401911,59,64,3,0,55,57,55,57,1,0,1,1,60,64,2,0,56,52,56,57,0,0,1,0.912280701754386,55,57,152.763728898828,0.471914325636984,hu,literally,practically,szó szerint,gyakorlatilag,szó szerintgyakorlatilag
gyakran,541.435698121209,584.396654550889,-0.530615846675222,-0.359883781692596,29.2418389687229,21.4080206387332,0.0970620999901465,0.0867764851221257,60,62,1,0,53,55,53,56,0,0,1,0.982142857142857,59,62,2,0,48,53,52,56,1,0,0.923076923076923,0.946428571428571,53,55,42.9609564296796,0.170732064982626,hu,sometimes,often,néha,gyakran,néhagyakran
gyanúsított,666.523274514902,665.582872392759,-0.0934237711969873,0.0100050175106694,47.9932199818507,35.8960982475051,0.153272150043496,0.130587895094922,60,54,0,2,51,47,54,47,0,1,0.944444444444444,1,59,54,1,2,51,47,53,47,1,1,0.962264150943396,1,51,47,-0.940402122143269,0.103428788707657,hu,doubt,suspect,kétség,gyanúsított,kétséggyanúsított
gyenge,549.46232074906,553.031541653647,-0.55847426711169,-0.481053830660596,27.7784076714911,24.9719474804098,0.0771231038985224,0.100404481359787,57,58,0,0,53,48,53,52,0,0,1,0.923076923076923,57,58,0,0,51,48,53,52,0,0,0.962264150943396,0.923076923076923,53,48,3.56922090458693,0.0774204364510935,hu,strong,weak,erős,gyenge,erősgyenge
gyenge.1,572.112057715368,579.048313746303,-0.451648359081363,-0.422593204292114,23.9868382024215,25.1633116057158,0.0979690545398898,0.0920453755618017,55,55,2,2,52,51,53,52,0,0,0.981132075471698,0.980769230769231,55,55,2,2,51,49,53,52,0,0,0.962264150943396,0.942307692307692,52,51,6.93625603093437,0.0290551547892488,hu,helpless,powerless,tehetetlen,gyenge,tehetetlengyenge
gyermek,505.768098043945,547.908888891942,-0.732439912141965,-0.529274776355165,12.3982196116388,26.2136471112186,0.0468831072276738,0.0806448000810945,55,52,1,0,51,45,52,45,1,0,0.980769230769231,1,55,52,1,0,48,41,52,45,1,0,0.923076923076923,0.911111111111111,51,45,42.1407908479966,0.203165135786801,hu,baby,child,baba,gyermek,babagyermek
gyermekkor,676.150580016159,605.984538483032,-0.0947335545953786,-0.333958764868607,42.5905571937542,43.8294164468626,0.131067329988629,0.117588843459567,57,57,0,0,50,52,53,52,0,0,0.943396226415094,1,57,57,0,0,50,49,53,52,0,0,0.943396226415094,0.942307692307692,50,52,-70.1660415331271,-0.239225210273228,hu,youth,childhood,ifjúság,gyermekkor,ifjúsággyermekkor
gyertya,583.030836748207,603.010297882319,-0.437609052663836,-0.341398745650541,17.875634194621,25.5450104363307,0.0767870030263688,0.0825453940213264,56,55,0,0,49,47,49,47,0,0,1,1,56,55,0,0,49,45,49,47,0,0,1,0.957446808510638,49,47,19.9794611341116,0.0962103070132949,hu,lamp,candle,lámpa,gyertya,lámpagyertya
gyilkos,527.03675000534,513.067854176335,-0.630391798773867,-0.713362604514678,14.3363505315669,12.0157738295626,0.0684504603579325,0.0490419528233292,55,53,2,0,48,48,49,48,0,0,0.979591836734694,1,55,53,2,0,40,47,49,48,0,0,0.816326530612245,0.979166666666667,48,48,-13.968895829005,-0.0829708057408113,hu,killer,murderer,öldöklő,gyilkos,öldöklőgyilkos
gyilkosság,620.485480038922,602.89579629516,-0.2803004867708,-0.265472677888458,26.6103771318876,28.8392784407642,0.0906054990851946,0.121283591656405,60,60,1,1,50,54,50,55,0,0,1,0.981818181818182,60,60,1,1,47,52,50,55,0,0,0.94,0.945454545454545,50,54,-17.5896837437616,0.0148278088823421,hu,suicide,murder,öngyilkosság,gyilkosság,öngyilkossággyilkosság
gyors,520.488999974482,537.670961574873,-0.720665883196516,-0.628165988089045,21.358662182928,24.5069299190999,0.0644188642564214,0.0806758426573085,58,58,2,2,53,52,53,53,0,0,1,0.981132075471698,58,58,2,2,51,50,53,53,0,0,0.962264150943396,0.943396226415094,53,52,17.1819616003908,0.0924998951074703,hu,slow,fast,lassú,gyors,lassúgyors
gyorsan,540.79733333486,587.871596137867,-0.508731310517127,-0.328663848440613,22.2618159496688,23.1744018353226,0.0801548982674893,0.0969604612366789,60,53,0,1,57,52,57,52,0,1,1,1,59,53,1,1,51,52,56,52,1,1,0.910714285714286,1,57,52,47.0742628030064,0.180067462076514,hu,slowly,quickly,lassan,gyorsan,lassangyorsan
gyík,546.862961531463,713.805235279311,-0.601844159955054,0.220209119143952,17.1647929516465,29.8455502123109,0.0705719139963228,0.124095400563334,55,55,1,0,52,51,52,51,0,0,1,1,55,55,1,0,50,8,52,51,0,0,0.961538461538462,0.156862745098039,52,51,166.942273747847,0.822053279099006,hu,frog,lizard,béka,gyík,békagyík
gyógyít,647.402346953788,561.436245289731,-0.222907624283894,-0.484986786437254,47.0342094710326,23.6628553727769,0.138284071502014,0.0840857548675728,53,57,0,2,49,53,49,54,0,2,1,0.981481481481482,53,57,0,2,44,52,49,54,0,2,0.897959183673469,0.962962962962963,49,53,-85.9661016640572,-0.26207916215336,hu,recover,heal,visszaszerez,gyógyít,visszaszerezgyógyít
gyümölcs,545.518557663208,579.168423718714,-0.527504368516693,-0.367559562012923,24.4937144780714,20.3535989521679,0.0877824821455088,0.076991551189155,57,62,1,0,52,59,54,60,1,0,0.962962962962963,0.983333333333333,57,62,1,0,50,31,54,60,1,0,0.925925925925926,0.516666666666667,52,59,33.649866055506,0.159944806503769,hu,apple,fruit,alma,gyümölcs,almagyümölcs
gyümölcslé,781.13896153594,804.54094233197,0.338613461560944,0.400415687207074,55.5388831987128,54.9389456515469,0.205042628658285,0.179936501285818,55,58,0,3,53,52,53,53,0,2,1,0.981132075471698,55,58,0,3,50,51,53,53,0,2,0.943396226415094,0.962264150943396,52,52,23.4019807960306,0.0618022256461297,hu,milk,juice,tej,gyümölcslé,tejgyümölcslé
győzelem,521.621509448243,561.225679259977,-0.608131515264799,-0.598598876858661,15.8570354369851,18.1533551365733,0.0621122076335049,0.0566810540382216,57,59,0,2,53,53,53,56,0,1,1,0.946428571428571,57,59,0,2,53,55,53,56,0,1,1,0.982142857142857,53,53,39.6041698117341,0.00953263840613794,hu,gain,win,nyereség,győzelem,nyereséggyőzelem
győztes,550.91188239667,552.645265322431,-0.605742242236498,-0.573362598502278,17.154518470504,16.2547182630665,0.0599921051813977,0.0601315091520667,57,55,1,0,51,49,51,49,1,0,1,1,57,55,1,0,46,49,51,49,1,0,0.901960784313726,1,51,49,1.73338292576148,0.0323796437342201,hu,loser,winner,vesztes,győztes,vesztesgyőztes
gép,547.605745095549,523.35854719052,-0.62337077002071,-0.664434020184306,34.5783630271067,32.5809018717303,0.0874486748501174,0.11836729551072,59,58,1,0,51,53,52,54,1,0,0.980769230769231,0.981481481481482,58,58,2,0,48,51,51,54,2,0,0.941176470588235,0.944444444444444,51,53,-24.2471979050288,-0.0410632501635959,hu,robot,machine,robot,gép,robotgép
görög,519.174999987936,606.807561412018,-0.713305967536255,-0.340079311373822,20.6469503348044,31.5549818129028,0.052700541924082,0.110827024352859,57,63,3,1,53,57,54,58,0,0,0.981481481481482,0.982758620689655,57,63,3,1,52,55,54,58,0,0,0.962962962962963,0.948275862068966,52,57,87.632561424082,0.373226656162434,hu,roman,greek,római,görög,rómaigörög
gőg,730.125511613592,728.679088284561,0.147414950065502,0.100772251170514,29.6440070594674,33.1228548665369,0.107300499802806,0.144429503610584,56,57,2,1,43,34,54,49,1,1,0.796296296296296,0.693877551020408,56,57,2,1,52,45,54,49,1,1,0.962962962962963,0.918367346938776,43,34,-1.44642332903186,-0.0466426988949872,hu,ignorance,arrogance,tudatlanság,gőg,tudatlansággőg
haditengerészet,844.703243881061,1016.18721570347,0.810096274578603,1.31625399728661,31.7403460101819,61.4999029235737,0.149285810610366,0.19250025807548,54,63,1,0,41,52,47,58,1,0,0.872340425531915,0.896551724137931,55,63,0,0,47,55,48,58,0,0,0.979166666666667,0.948275862068966,41,51,171.483971822412,0.506157722708004,hu,marine,navy,tengeri,haditengerészet,tengerihaditengerészet
hadnagy,573.521382981298,646.837395851003,-0.389173850397715,-0.22989697055666,16.3378086410757,24.1541861082925,0.07419415078938,0.095585098152668,54,61,1,0,47,48,49,54,0,0,0.959183673469388,0.888888888888889,54,61,1,0,47,52,49,54,0,0,0.959183673469388,0.962962962962963,47,48,73.3160128697057,0.159276879841055,hu,sergeant,lieutenant,őrmester,hadnagy,őrmesterhadnagy
hadsereg,606.854250004912,658.967460014969,-0.353030935004634,-0.163675389706106,26.5711728868379,41.3959595441664,0.0806173685055045,0.137055843896468,56,60,0,0,48,50,48,54,0,0,1,0.925925925925926,56,60,0,0,45,52,48,54,0,0,0.9375,0.962962962962963,48,50,52.1132100100568,0.189355545298527,hu,legion,army,légió,hadsereg,légióhadsereg
hagyma,500.495294088515,611.2047115401,-0.73131436650703,-0.347858724509645,11.3895976424358,41.6956583008814,0.0419540977449668,0.119298891923315,57,56,0,0,52,52,53,53,0,0,0.981132075471698,0.981132075471698,57,56,0,0,51,52,53,53,0,0,0.962264150943396,0.981132075471698,51,52,110.709417451584,0.383455641997384,hu,garlic,onion,fokhagyma,hagyma,fokhagymahagyma
hagyományos,605.577672736262,591.515250008244,-0.247106302144444,-0.314108574076748,21.7585852858718,24.1903287460897,0.0678574241787531,0.0850139564943937,60,65,1,0,55,60,55,60,0,0,1,1,60,65,1,0,53,58,55,60,0,0,0.963636363636364,0.966666666666667,55,60,-14.062422728018,-0.067002271932304,hu,modern,traditional,modern,hagyományos,modernhagyományos
hajnal,523.509943396853,632.533962971983,-0.577219763830399,-0.291972717756226,15.3210045425027,26.9145405652611,0.0556689110763734,0.0910962761097723,58,61,0,1,53,54,54,55,0,0,0.981481481481482,0.981818181818182,58,61,0,1,52,53,54,55,0,0,0.962962962962963,0.963636363636364,53,54,109.024019575129,0.285247046074173,hu,sunset,dawn,napnyugta,hajnal,napnyugtahajnal
hajó,515.518043474991,571.187923068708,-0.661473173920553,-0.31450835660462,21.2083691036912,18.6400029900609,0.0725067349517206,0.0714480563489328,52,59,1,1,46,52,46,53,1,1,1,0.981132075471698,52,59,1,1,42,53,46,53,1,1,0.91304347826087,1,46,52,55.6698795937169,0.346964817315933,hu,crew,ship,legénység,hajó,legénységhajó
hajó.1,590.011653850621,549.652140014246,-0.358834094489853,-0.557199935736823,49.3494786784055,17.8978938122102,0.174628186297491,0.0725826472689329,59,57,1,1,52,50,53,52,0,0,0.981132075471698,0.961538461538462,59,57,1,1,48,50,53,52,0,0,0.905660377358491,0.961538461538462,52,50,-40.3595138363751,-0.19836584124697,hu,submarine,boat,tengeralattjáró,hajó,tengeralattjáróhajó
hal,542.988229142107,503.640300005071,-0.472843099237497,-0.682334889882936,20.1825283960658,12.1156556066473,0.0858339493605022,0.0486239333680403,54,57,4,0,48,50,48,51,2,0,1,0.980392156862745,56,57,2,0,48,49,49,51,1,0,0.979591836734694,0.96078431372549,48,50,-39.3479291370367,-0.20949179064544,hu,shark,fish,cápa,hal,cápahal
hall,540.59206386033,769.938583359317,-0.660361889009772,0.390511697351434,27.3675457028111,55.2614958578457,0.101442417700343,0.245372492060446,56,61,0,1,48,49,52,58,0,0,0.923076923076923,0.844827586206897,56,61,0,1,49,58,52,58,0,0,0.942307692307692,1,47,48,229.346519498987,1.05087358636121,hu,listen,hear,hallgat,hall,hallgathall
hallucináció,920.104117656972,899.710466670753,0.7954745015574,0.919110127857793,64.7502926327726,66.17764042626,0.208240445805653,0.215884434588106,58,54,0,1,52,45,55,48,0,0,0.945454545454545,0.9375,58,54,0,1,45,45,55,48,0,0,0.818181818181818,0.9375,51,45,-20.3936509862197,0.123635626300393,hu,illusion,hallucination,illúzió,hallucináció,illúzióhallucináció
halott,540.819645831749,559.290052630625,-0.62065671651248,-0.512425834265696,26.7038851340611,20.4637673302432,0.0882000576165334,0.0718364156401009,57,58,4,0,48,57,50,57,2,0,0.96,1,58,58,3,0,46,55,50,57,2,0,0.92,0.964912280701754,48,57,18.4704067988762,0.108230882246785,hu,alive,dead,élő,halott,élőhalott
halálos,592.985732123607,591.58867307853,-0.448325684299414,-0.42891579124161,30.4821055218751,24.1308236625966,0.0933998988608543,0.073870534320338,60,56,0,2,56,52,56,52,0,1,1,1,59,56,1,2,53,50,55,52,1,1,0.963636363636364,0.961538461538462,56,52,-1.3970590450765,0.0194098930578037,hu,deadly,fatal,szörnyű,halálos,szörnyűhalálos
halászat,554.529333332744,627.346744668853,-0.478421693011107,-0.255685317639514,25.7508463906328,29.7991051436667,0.0947166809885002,0.12133174868346,53,54,2,1,48,47,48,48,2,0,1,0.979166666666667,53,53,2,2,46,46,48,47,2,1,0.958333333333333,0.978723404255319,48,47,72.8174113361094,0.222736375371593,hu,hunting,fishing,vadászat,halászat,vadászathalászat
hamburger,621.467235297846,621.091490190628,-0.258469128444802,-0.225172626876235,40.8308955141347,25.5292250263955,0.139866814738366,0.0803070713300977,56,61,1,0,51,52,52,56,0,0,0.980769230769231,0.928571428571429,55,61,2,0,49,51,51,56,1,0,0.96078431372549,0.910714285714286,51,51,-0.375745107218108,0.0332965015685675,hu,sandwich,hamburger,szendvics,hamburger,szendvicshamburger
hamis,537.247192295082,565.793775893246,-0.622015696464395,-0.421355654435291,20.2302980034915,32.0601040569777,0.0621798975177802,0.140077415652104,57,67,0,1,53,58,53,58,0,0,1,1,57,66,0,2,52,55,53,57,0,1,0.981132075471698,0.964912280701754,52,58,28.5465835981637,0.200660042029105,hu,fake,false,hamisítvány,hamis,hamisítványhamis
hang,521.099740009788,530.583145453889,-0.593540936294354,-0.643267015630632,16.2640881552495,15.5880586850683,0.0824763416338211,0.0831088050151774,55,63,1,2,50,55,50,55,0,1,1,1,55,63,1,2,40,54,50,55,0,1,0.8,0.981818181818182,50,55,9.48340544410075,-0.0497260793362778,hu,noise,sound,zaj,hang,zajhang
hangszer,576.780962266698,611.547480023647,-0.468578025368808,-0.340448913802811,22.3620617778133,30.1536906586833,0.0869134364144356,0.0991136911008333,59,57,2,0,53,50,53,51,1,0,1,0.980392156862745,58,57,3,0,50,50,52,51,2,0,0.961538461538462,0.980392156862745,53,50,34.7665177569482,0.128129111565998,hu,tool,instrument,eszköz,hangszer,eszközhangszer
hangsúly,648.058541648785,615.736680025166,-0.31192093203785,-0.35990974259746,43.620519702869,23.0010769087136,0.1281951701416,0.0675756685888443,54,55,0,0,48,50,48,51,0,0,1,0.980392156862745,54,55,0,0,48,49,48,51,0,0,1,0.96078431372549,48,50,-32.3218616236192,-0.0479888105596101,hu,voice,accent,hang,hangsúly,hanghangsúly
hangya,598.283980765857,612.986826931226,-0.357575419832527,-0.328775261364532,19.3632078412077,26.1095153616571,0.0751797887200902,0.0804072726388044,59,59,1,0,52,53,55,53,0,0,0.945454545454545,1,59,59,1,0,48,49,55,53,0,0,0.872727272727273,0.924528301886792,52,52,14.7028461653696,0.0288001584679945,hu,bee,ant,méh,hangya,méhhangya
harc,534.320500026583,520.986392163839,-0.585510377242,-0.603445473389908,17.8331071458748,13.8872911594267,0.0709330471871214,0.0639528216796054,59,57,0,0,53,51,54,52,0,0,0.981481481481482,0.980769230769231,59,57,0,0,52,52,54,52,0,0,0.962962962962963,1,52,51,-13.3341078627438,-0.0179350961479079,hu,combat,fight,küzdelem,harc,küzdelemharc
harcos,577.006207544321,564.004734695387,-0.481220673867191,-0.556133492511079,21.4489571694821,14.3586881776753,0.0767162282865419,0.0557793433151247,58,58,0,1,53,49,53,49,0,0,1,1,58,58,0,1,51,48,53,49,0,0,0.962264150943396,0.979591836734694,53,49,-13.0014728489343,-0.0749128186438877,hu,champion,fighter,bajnok,harcos,bajnokharcos
harcos.1,619.961716982411,592.891866654305,-0.375529828037298,-0.382296196110246,52.9893436459542,31.4009696691848,0.164430880233007,0.135057910347638,62,52,1,0,53,45,54,46,0,0,0.981481481481482,0.978260869565217,61,52,2,0,50,45,54,46,0,0,0.925925925925926,0.978260869565217,53,45,-27.0698503281056,-0.00676636807294739,hu,soldier,warrior,katona,harcos,katonaharcos
harmónia,588.784140349064,658.298291651549,-0.362489774974805,-0.0334689276956143,30.3794690136934,35.3803448717869,0.0894107242277006,0.146172378191379,62,60,1,2,57,49,57,51,1,0,1,0.96078431372549,62,60,1,2,56,51,57,51,1,0,0.982456140350877,1,57,48,69.5141513024845,0.329020847279191,hu,balance,harmony,egyensúly,harmónia,egyensúlyharmónia
hasi,859.304239146045,849.720657144006,0.855327707185527,0.72836661963816,62.7214047059264,82.7718000521909,0.247041682417833,0.290406919355232,59,63,1,0,46,35,53,55,1,0,0.867924528301887,0.636363636363636,59,63,1,0,37,51,53,55,1,0,0.69811320754717,0.927272727272727,46,35,-9.58358200203884,-0.126961087547368,hu,spinal,abdominal,gerinc-,hasi,gerinc-hasi
használat,560.241403526173,579.754903848361,-0.439748982538661,-0.399724555602001,19.8486923361424,25.5288864767696,0.072407647619503,0.101291449470192,63,58,0,0,58,52,58,52,0,0,1,1,63,57,0,1,56,49,58,51,0,1,0.96551724137931,0.96078431372549,57,52,19.5135003221872,0.0400244269366598,hu,apply,use,alkalmaz,használat,alkalmazhasználat
hatalmas,543.895083381683,577.096137241671,-0.550223659861544,-0.43298376542597,30.4386272866455,21.848159736542,0.105191304332016,0.0782567520771038,54,57,0,1,48,51,49,52,0,0,0.979591836734694,0.980769230769231,54,57,0,1,47,50,49,52,0,0,0.959183673469388,0.961538461538462,48,51,33.2010538599885,0.117239894435574,hu,big,huge,nagy,hatalmas,nagyhatalmas
